,locale,partition,utt,tokens
5397,lv-LV,train,kādi pasākumi pieejami četrpadsmitā datuma pēcpusdienā ko es varētu apmeklēt kopā ar divgadīgiem dvīņiem,"['kādi', 'pasākumi', 'pieejami', 'četrpadsmitā', 'datuma', 'pēcpusdienā', 'ko', 'es', 'varētu', 'apmeklēt', 'kopā', 'ar', 'divgadīgiem', 'dvīņiem']"
5398,lv-LV,train,vai tu vari pievienot manam kalendāram pasākumu nākamajā piektdienā,"['vai', 'tu', 'vari', 'pievienot', 'manam', 'kalendāram', 'pasākumu', 'nākamajā', 'piektdienā']"
5399,lv-LV,train,ieraksti kalendārā man ir notikums nākamajai piektdienai,"['ieraksti', 'kalendārā', 'man', 'ir', 'notikums', 'nākamajai', 'piektdienai']"
5400,lv-LV,train,notīri manu kalendāru no visiem pasākumiem,"['notīri', 'manu', 'kalendāru', 'no', 'visiem', 'pasākumiem']"
5401,lv-LV,train,izdzēs manus šī brīža notikumus no kalendāra,"['izdzēs', 'manus', 'šī', 'brīža', 'notikumus', 'no', 'kalendāra']"
5402,lv-LV,train,izdzēs manu tuvojošos ierakstu,"['izdzēs', 'manu', 'tuvojošos', 'ierakstu']"
5403,lv-LV,train,kāds ir mans nākamais kalendāra ieraksts,"['kāds', 'ir', 'mans', 'nākamais', 'kalendāra', 'ieraksts']"
5404,lv-LV,train,izdzēs manu nākamo kalendāra notikumu,"['izdzēs', 'manu', 'nākamo', 'kalendāra', 'notikumu']"
5405,lv-LV,train,lūdzu izdzēs manas pusdienu randiņu no divdesmit trešā marta grafika,"['lūdzu', 'izdzēs', 'manas', 'pusdienu', 'randiņu', 'no', 'divdesmit', 'trešā', 'marta', 'grafika']"
5406,lv-LV,train,izdzēs manu rītdienas vizīti,"['izdzēs', 'manu', 'rītdienas', 'vizīti']"
5407,lv-LV,train,atcel manu piektdienas tikšanos,"['atcel', 'manu', 'piektdienas', 'tikšanos']"
5408,lv-LV,train,olivers nosūtīs man e-pastu ceturtdien un lūdzu ieplāno kalendāra vizīti priekš mūsu tikšanās balstītu uz datumu kuru viņš nosūtīs e-pastā,"['olivers', 'nosūtīs', 'man', 'e-pastu', 'ceturtdien', 'un', 'lūdzu', 'ieplāno', 'kalendāra', 'vizīti', 'priekš', 'mūsu', 'tikšanās', 'balstītu', 'uz', 'datumu', 'kuru', 'viņš', 'nosūtīs', 'e-pastā']"
5409,lv-LV,train,man ir vizīte pie zobārsta pirmdien no rīta vai tā ir,"['man', 'ir', 'vizīte', 'pie', 'zobārsta', 'pirmdien', 'no', 'rīta', 'vai', 'tā', 'ir']"
5410,lv-LV,train,cikos ir mans pieraksts pie zobārsta pirmdien,"['cikos', 'ir', 'mans', 'pieraksts', 'pie', 'zobārsta', 'pirmdien']"
5411,lv-LV,train,izmaini manu grafiku izdzēs manu nākamo ierakstu,"['izmaini', 'manu', 'grafiku', 'izdzēs', 'manu', 'nākamo', 'ierakstu']"
5412,lv-LV,train,atjauno manu kalendāru un izdzēs nākamo ierakstu,"['atjauno', 'manu', 'kalendāru', 'un', 'izdzēs', 'nākamo', 'ierakstu']"
5413,lv-LV,train,parādi man manus ierakstus šim mēnesim,"['parādi', 'man', 'manus', 'ierakstus', 'šim', 'mēnesim']"
5414,lv-LV,train,nolasi man tikšanās šai nedēļai,"['nolasi', 'man', 'tikšanās', 'šai', 'nedēļai']"
5415,lv-LV,train,vai man ir randiņš šovakar,"['vai', 'man', 'ir', 'randiņš', 'šovakar']"
5416,lv-LV,train,vai man rīt ballīte saglabā manā kalendārā,"['vai', 'man', 'rīt', 'ballīte', 'saglabā', 'manā', 'kalendārā']"
5417,lv-LV,train,pievieno tikšanos ar manu māti nākamajā svētdienā,"['pievieno', 'tikšanos', 'ar', 'manu', 'māti', 'nākamajā', 'svētdienā']"
5418,lv-LV,train,pievieno ballīti ņujorkā šajā sestdienā,"['pievieno', 'ballīti', 'ņujorkā', 'šajā', 'sestdienā']"
5419,lv-LV,train,saglabā šo pēcpusdienu manam randiņam,"['saglabā', 'šo', 'pēcpusdienu', 'manam', 'randiņam']"
5420,lv-LV,train,uzliec atgādinājumu par rītdienas tikšanos ar džeimsu,"['uzliec', 'atgādinājumu', 'par', 'rītdienas', 'tikšanos', 'ar', 'džeimsu']"
5421,lv-LV,train,man vajag atgādinājumu par piektdienas tikšanos,"['man', 'vajag', 'atgādinājumu', 'par', 'piektdienas', 'tikšanos']"
5422,lv-LV,train,kas notiek šajā nedēļas nogalē,"['kas', 'notiek', 'šajā', 'nedēļas', 'nogalē']"
5423,lv-LV,train,kas ir paredzēts nedēļas nogalē pēc trīs nedēļām,"['kas', 'ir', 'paredzēts', 'nedēļas', 'nogalē', 'pēc', 'trīs', 'nedēļām']"
5424,lv-LV,train,ko mēs darām nākamnedēļ,"['ko', 'mēs', 'darām', 'nākamnedēļ']"
5425,lv-LV,train,lūdzu iestati tikšanos rītdien manā kalendārā,"['lūdzu', 'iestati', 'tikšanos', 'rītdien', 'manā', 'kalendārā']"
5426,lv-LV,train,kādi pasākumi man šodien ieplānoti,"['kādi', 'pasākumi', 'man', 'šodien', 'ieplānoti']"
5427,lv-LV,train,kādi man ir šodien darāmie darbi,"['kādi', 'man', 'ir', 'šodien', 'darāmie', 'darbi']"
5428,lv-LV,train,kad ir mana vizīte pie zobārsta kalendārā,"['kad', 'ir', 'mana', 'vizīte', 'pie', 'zobārsta', 'kalendārā']"
5429,lv-LV,train,kurā datumā ir džastina skolas ludziņa,"['kurā', 'datumā', 'ir', 'džastina', 'skolas', 'ludziņa']"
5430,lv-LV,train,atgādini man šodien aiziet nopirkt pārtiku,"['atgādini', 'man', 'šodien', 'aiziet', 'nopirkt', 'pārtiku']"
5431,lv-LV,train,atgādini man divos pēcpusdienā ieslēgt ātrvāres katlu,"['atgādini', 'man', 'divos', 'pēcpusdienā', 'ieslēgt', 'ātrvāres', 'katlu']"
5432,lv-LV,train,lūdzu uzliec man atgādinājumu kaut ko izdarīt kaut kad,"['lūdzu', 'uzliec', 'man', 'atgādinājumu', 'kaut', 'ko', 'izdarīt', 'kaut', 'kad']"
5433,lv-LV,train,vai vari atgādināt man kaut ko kaut kad,"['vai', 'vari', 'atgādināt', 'man', 'kaut', 'ko', 'kaut', 'kad']"
5434,lv-LV,train,cikos sākas mana nākamā sanāksme,"['cikos', 'sākas', 'mana', 'nākamā', 'sanāksme']"
5435,lv-LV,train,kādi notikumi plānoti šai nedēļai,"['kādi', 'notikumi', 'plānoti', 'šai', 'nedēļai']"
5436,lv-LV,train,manas māsas dzimšanas dienā nosūti viņai ziedus,"['manas', 'māsas', 'dzimšanas', 'dienā', 'nosūti', 'viņai', 'ziedus']"
5437,lv-LV,train,pārliecinies piezvanīt auklītei par piektdienas randiņu,"['pārliecinies', 'piezvanīt', 'auklītei', 'par', 'piektdienas', 'randiņu']"
5438,lv-LV,train,pievieno notikumu kalendāram,"['pievieno', 'notikumu', 'kalendāram']"
5439,lv-LV,train,pievieno kalendāram dakteris lūkins pusčetros pēcpusdienā septītajā martā,"['pievieno', 'kalendāram', 'dakteris', 'lūkins', 'pusčetros', 'pēcpusdienā', 'septītajā', 'martā']"
5440,lv-LV,train,kad šogad ir man vīra dzimšanas diena,"['kad', 'šogad', 'ir', 'man', 'vīra', 'dzimšanas', 'diena']"
5441,lv-LV,train,vai es divdesmit ceturtajā strādāju,"['vai', 'es', 'divdesmit', 'ceturtajā', 'strādāju']"
5442,lv-LV,train,notīri visus manus pasākumus septītajā martā,"['notīri', 'visus', 'manus', 'pasākumus', 'septītajā', 'martā']"
5443,lv-LV,train,cik daudz cilvēku ieradīsies uz vakariņām šovakar,"['cik', 'daudz', 'cilvēku', 'ieradīsies', 'uz', 'vakariņām', 'šovakar']"
5444,lv-LV,train,kad man jāsamaksā rēķini,"['kad', 'man', 'jāsamaksā', 'rēķini']"
5445,lv-LV,train,kad beidzas mans kredīts,"['kad', 'beidzas', 'mans', 'kredīts']"
5446,lv-LV,train,cikos oficiāli sākas festivāls,"['cikos', 'oficiāli', 'sākas', 'festivāls']"
5447,lv-LV,train,paziņo koncerta dalībniekus kad tas sāksies,"['paziņo', 'koncerta', 'dalībniekus', 'kad', 'tas', 'sāksies']"
5448,lv-LV,train,atgādini man satikt sāru barona ielas gan bei pusdienlaikā,"['atgādini', 'man', 'satikt', 'sāru', 'barona', 'ielas', 'gan', 'bei', 'pusdienlaikā']"
5449,lv-LV,train,vai divdesmit otrais ir otrdiena,"['vai', 'divdesmit', 'otrais', 'ir', 'otrdiena']"
5450,lv-LV,train,pievieno jaunu notikumu rīt septiņpadsmitos tikties ar sāru sporta zālē,"['pievieno', 'jaunu', 'notikumu', 'rīt', 'septiņpadsmitos', 'tikties', 'ar', 'sāru', 'sporta', 'zālē']"
5451,lv-LV,train,vai man šodien ir randiņš,"['vai', 'man', 'šodien', 'ir', 'randiņš']"
5452,lv-LV,train,vai šodien man jānodod darbs,"['vai', 'šodien', 'man', 'jānodod', 'darbs']"
5453,lv-LV,train,atgādini man paņemt pastu pēc desmit minūtēm,"['atgādini', 'man', 'paņemt', 'pastu', 'pēc', 'desmit', 'minūtēm']"
5454,lv-LV,train,vai man rītdienai ir kāds pieraksts,"['vai', 'man', 'rītdienai', 'ir', 'kāds', 'pieraksts']"
5455,lv-LV,train,vai man ir brīvs laiks nākamo otrdien lai ieplānotu tikšanos,"['vai', 'man', 'ir', 'brīvs', 'laiks', 'nākamo', 'otrdien', 'lai', 'ieplānotu', 'tikšanos']"
5456,lv-LV,train,laiks kurā sākas sapulce,"['laiks', 'kurā', 'sākas', 'sapulce']"
5457,lv-LV,train,es vēlos atjaunot savu kalendāru,"['es', 'vēlos', 'atjaunot', 'savu', 'kalendāru']"
5458,lv-LV,train,vai varu noņemt atgādinājumu,"['vai', 'varu', 'noņemt', 'atgādinājumu']"
5459,lv-LV,train,kad man ir tas tests,"['kad', 'man', 'ir', 'tas', 'tests']"
5460,lv-LV,train,cikos ir mans pieraksts sestdien,"['cikos', 'ir', 'mans', 'pieraksts', 'sestdien']"
5461,lv-LV,train,vai esmu brīvs svētdien,"['vai', 'esmu', 'brīvs', 'svētdien']"
5462,lv-LV,train,kur notiks sapulce,"['kur', 'notiks', 'sapulce']"
5463,lv-LV,train,kad tikšanās sākas,"['kad', 'tikšanās', 'sākas']"
5464,lv-LV,train,kādi pieraksti man ir šajā nedēļā,"['kādi', 'pieraksti', 'man', 'ir', 'šajā', 'nedēļā']"
5465,lv-LV,train,vai vari mani informēt par to kas man ieplānots šonedēļ,"['vai', 'vari', 'mani', 'informēt', 'par', 'to', 'kas', 'man', 'ieplānots', 'šonedēļ']"
5466,lv-LV,train,sveiks google atcel visas piektdienas programmas,"['sveiks', 'google', 'atcel', 'visas', 'piektdienas', 'programmas']"
5467,lv-LV,train,hei google lūdzu izņem manu vakariņu plānu ceturtdien,"['hei', 'google', 'lūdzu', 'izņem', 'manu', 'vakariņu', 'plānu', 'ceturtdien']"
5468,lv-LV,train,aleksa iezīmē šodien manu kalendāru kā nav pieejams,"['aleksa', 'iezīmē', 'šodien', 'manu', 'kalendāru', 'kā', 'nav', 'pieejams']"
5469,lv-LV,train,atzīmē manā kalendārā šodienu kā aizņemtu,"['atzīmē', 'manā', 'kalendārā', 'šodienu', 'kā', 'aizņemtu']"
5470,lv-LV,train,lūdzu izdēs visus šodienas pierakstus,"['lūdzu', 'izdēs', 'visus', 'šodienas', 'pierakstus']"
5471,lv-LV,train,aleksa lūdzu izdzēs visus šodienas pierakstus,"['aleksa', 'lūdzu', 'izdzēs', 'visus', 'šodienas', 'pierakstus']"
5472,lv-LV,train,iestati ballīti ar kaimiņiem nākamnedēļ,"['iestati', 'ballīti', 'ar', 'kaimiņiem', 'nākamnedēļ']"
5473,lv-LV,train,izdzēs nākamo kalendāra ierakstu,"['izdzēs', 'nākamo', 'kalendāra', 'ierakstu']"
5474,lv-LV,train,noņem nākamo ierakstu no kalendāra,"['noņem', 'nākamo', 'ierakstu', 'no', 'kalendāra']"
5475,lv-LV,train,pievieno mērijas dzimšanas dienu divdesmit otrajā manam kalendāram,"['pievieno', 'mērijas', 'dzimšanas', 'dienu', 'divdesmit', 'otrajā', 'manam', 'kalendāram']"
5476,lv-LV,train,lūdzu uzliec mērijas dzimšanas dienas ballīti divdesmit otrajā deviņpadsmitos,"['lūdzu', 'uzliec', 'mērijas', 'dzimšanas', 'dienas', 'ballīti', 'divdesmit', 'otrajā', 'deviņpadsmitos']"
5477,lv-LV,train,kādas sanāksmes notika starp pirmo un divpadsmito janvāri,"['kādas', 'sanāksmes', 'notika', 'starp', 'pirmo', 'un', 'divpadsmito', 'janvāri']"
5478,lv-LV,train,starp pirmo maiju un trīsdesmit pirmo decembri kādas sapulces notika,"['starp', 'pirmo', 'maiju', 'un', 'trīsdesmit', 'pirmo', 'decembri', 'kādas', 'sapulces', 'notika']"
5479,lv-LV,train,paziņo man trīsdesmit minūtes pirms rītdienas sapulces piecpadsmitos,"['paziņo', 'man', 'trīsdesmit', 'minūtes', 'pirms', 'rītdienas', 'sapulces', 'piecpadsmitos']"
5480,lv-LV,train,atgādināt man ka man ir tikšanās rīt trijos pēcpusdienā,"['atgādināt', 'man', 'ka', 'man', 'ir', 'tikšanās', 'rīt', 'trijos', 'pēcpusdienā']"
5481,lv-LV,train,vai mērijas dzimšanas dienas ballīte ir šovakar,"['vai', 'mērijas', 'dzimšanas', 'dienas', 'ballīte', 'ir', 'šovakar']"
5482,lv-LV,train,izmaini mammas dzimšanas dienas notikumu tā lai tas katru gadu atkārtotos tajā pašā dienā,"['izmaini', 'mammas', 'dzimšanas', 'dienas', 'notikumu', 'tā', 'lai', 'tas', 'katru', 'gadu', 'atkārtotos', 'tajā', 'pašā', 'dienā']"
5483,lv-LV,train,vai man tuvojas kādi pieraksti,"['vai', 'man', 'tuvojas', 'kādi', 'pieraksti']"
5484,lv-LV,train,pastāsti kas šonedēļ notiek,"['pastāsti', 'kas', 'šonedēļ', 'notiek']"
5485,lv-LV,train,parādi man informāciju par žoržs siksna,"['parādi', 'man', 'informāciju', 'par', 'žoržs', 'siksna']"
5486,lv-LV,train,cik tālu es nogāju šajā rītā,"['cik', 'tālu', 'es', 'nogāju', 'šajā', 'rītā']"
5487,lv-LV,train,cik kalorijas es sadedzināju šodien starp trijiem un pieciem,"['cik', 'kalorijas', 'es', 'sadedzināju', 'šodien', 'starp', 'trijiem', 'un', 'pieciem']"
5488,lv-LV,train,uzstādi atgādinājumu par pusdienām divpadsmitos,"['uzstādi', 'atgādinājumu', 'par', 'pusdienām', 'divpadsmitos']"
5489,lv-LV,train,atgādini man par sapulci piecpadsmitos rīt četras stundas ieprieš,"['atgādini', 'man', 'par', 'sapulci', 'piecpadsmitos', 'rīt', 'četras', 'stundas', 'ieprieš']"
5490,lv-LV,train,vienpadsmitos rīt atgādini man par tikšanos piecpadsmitos,"['vienpadsmitos', 'rīt', 'atgādini', 'man', 'par', 'tikšanos', 'piecpadsmitos']"
5491,lv-LV,train,piecpadsmitos sanāksme rīt atgādini četras stundas pirms sanāksmes,"['piecpadsmitos', 'sanāksme', 'rīt', 'atgādini', 'četras', 'stundas', 'pirms', 'sanāksmes']"
5492,lv-LV,train,vai šonakt ir pilnmēness,"['vai', 'šonakt', 'ir', 'pilnmēness']"
5493,lv-LV,train,vai rīt ir ceturtdiena,"['vai', 'rīt', 'ir', 'ceturtdiena']"
5494,lv-LV,train,ieplāno divas stundas brīvo laiku sestdien,"['ieplāno', 'divas', 'stundas', 'brīvo', 'laiku', 'sestdien']"
5495,lv-LV,train,lūdzu pievieno dzimšanas dienas ballīti sestdienas vakarā,"['lūdzu', 'pievieno', 'dzimšanas', 'dienas', 'ballīti', 'sestdienas', 'vakarā']"
5496,lv-LV,train,pievieno ballīti šovakar manā atgādinājumā,"['pievieno', 'ballīti', 'šovakar', 'manā', 'atgādinājumā']"
5497,lv-LV,train,pievieno kāzu svinības šo svētdien,"['pievieno', 'kāzu', 'svinības', 'šo', 'svētdien']"
5498,lv-LV,train,nodzēs manu pierakstu rīt vienos,"['nodzēs', 'manu', 'pierakstu', 'rīt', 'vienos']"
5499,lv-LV,train,noņem koncertu no kalendāra pasākumiem,"['noņem', 'koncertu', 'no', 'kalendāra', 'pasākumiem']"
5500,lv-LV,train,vai man šodien ir kādi atgādinājumi,"['vai', 'man', 'šodien', 'ir', 'kādi', 'atgādinājumi']"
5501,lv-LV,train,vai man kādi atgādinājumi nākamajā svētdienā,"['vai', 'man', 'kādi', 'atgādinājumi', 'nākamajā', 'svētdienā']"
5502,lv-LV,train,ko tu vari man pastāstīt par piektdienas dejām,"['ko', 'tu', 'vari', 'man', 'pastāstīt', 'par', 'piektdienas', 'dejām']"
5503,lv-LV,train,cikos ir mans pieraksts rītdien,"['cikos', 'ir', 'mans', 'pieraksts', 'rītdien']"
5504,lv-LV,train,vai tikšanās ar džūliju ir trešdien trijos pēcpusdienā,"['vai', 'tikšanās', 'ar', 'džūliju', 'ir', 'trešdien', 'trijos', 'pēcpusdienā']"
5505,lv-LV,train,vai rītdienas tikšanās ir jēkabpils birojā,"['vai', 'rītdienas', 'tikšanās', 'ir', 'jēkabpils', 'birojā']"
5506,lv-LV,train,vai gaisa balonu sacensības ir paredzētas šajā nedēļas nogalē,"['vai', 'gaisa', 'balonu', 'sacensības', 'ir', 'paredzētas', 'šajā', 'nedēļas', 'nogalē']"
5507,lv-LV,train,lūduz atgādini man par tikšanos ar džūliju šovakar piecos,"['lūduz', 'atgādini', 'man', 'par', 'tikšanos', 'ar', 'džūliju', 'šovakar', 'piecos']"
5508,lv-LV,train,iestati atgādinājumu septiņos no rīta komandas tikšanās,"['iestati', 'atgādinājumu', 'septiņos', 'no', 'rīta', 'komandas', 'tikšanās']"
5509,lv-LV,train,atcle viesību plānus,"['atcle', 'viesību', 'plānus']"
5510,lv-LV,train,samaini sanāksmes plānu,"['samaini', 'sanāksmes', 'plānu']"
5511,lv-LV,train,pāvel noorganizē tikšanos ar džonu,"['pāvel', 'noorganizē', 'tikšanos', 'ar', 'džonu']"
5512,lv-LV,train,lūdzu pievieno manam kalendāram tikšanos ar lejiņas kundzi trešdien astoņos nulle nulle no rīta,"['lūdzu', 'pievieno', 'manam', 'kalendāram', 'tikšanos', 'ar', 'lejiņas', 'kundzi', 'trešdien', 'astoņos', 'nulle', 'nulle', 'no', 'rīta']"
5513,lv-LV,train,ieliec manā kalendārā tikšanos ar liepas kundzi trešdien astoņos no rīta,"['ieliec', 'manā', 'kalendārā', 'tikšanos', 'ar', 'liepas', 'kundzi', 'trešdien', 'astoņos', 'no', 'rīta']"
5514,lv-LV,train,otrdien deviņpadsmitos atgādini man par manu tikšanos ar liepas kundzi trešdien astoņos no rīta,"['otrdien', 'deviņpadsmitos', 'atgādini', 'man', 'par', 'manu', 'tikšanos', 'ar', 'liepas', 'kundzi', 'trešdien', 'astoņos', 'no', 'rīta']"
5515,lv-LV,train,lūdzu atgādini doties man uz sporta zāli katru pirmdienas rītu svētdienas naktī,"['lūdzu', 'atgādini', 'doties', 'man', 'uz', 'sporta', 'zāli', 'katru', 'pirmdienas', 'rītu', 'svētdienas', 'naktī']"
5516,lv-LV,train,vai vari pievienot svētdienas hokeja treniņu manā kalendārā kā atkārtojošos notikumu,"['vai', 'vari', 'pievienot', 'svētdienas', 'hokeja', 'treniņu', 'manā', 'kalendārā', 'kā', 'atkārtojošos', 'notikumu']"
5517,lv-LV,train,vai atgādināsi man katru svētdienu pēcpusdienā aiziet uz hokeja treniņu,"['vai', 'atgādināsi', 'man', 'katru', 'svētdienu', 'pēcpusdienā', 'aiziet', 'uz', 'hokeja', 'treniņu']"
5518,lv-LV,train,vai atgādināsi man par manu nākamo pierakstu pie zobārsta vienu dienu iepriekš,"['vai', 'atgādināsi', 'man', 'par', 'manu', 'nākamo', 'pierakstu', 'pie', 'zobārsta', 'vienu', 'dienu', 'iepriekš']"
5519,lv-LV,train,vai vari man atgādinār par vizīti pie zobārsta vienu dienu iepriekš,"['vai', 'vari', 'man', 'atgādinār', 'par', 'vizīti', 'pie', 'zobārsta', 'vienu', 'dienu', 'iepriekš']"
5520,lv-LV,train,vai tu uzliksi signālu vienu dienu iepriekš priekš visiem sporta zāles apmeklējumiem kas ir manā kalendārā,"['vai', 'tu', 'uzliksi', 'signālu', 'vienu', 'dienu', 'iepriekš', 'priekš', 'visiem', 'sporta', 'zāles', 'apmeklējumiem', 'kas', 'ir', 'manā', 'kalendārā']"
5521,lv-LV,train,kādi ir mani nākošie pasākumi,"['kādi', 'ir', 'mani', 'nākošie', 'pasākumi']"
5522,lv-LV,train,vai tu vari ieplānot tikšanos ar čiekura kungu nākamo pirmdien sešos vakarā,"['vai', 'tu', 'vari', 'ieplānot', 'tikšanos', 'ar', 'čiekura', 'kungu', 'nākamo', 'pirmdien', 'sešos', 'vakarā']"
5523,lv-LV,train,vai vari nosūtīt ielūgumu uz tikšanos pētersona kungam pirmdien sešos vakarā,"['vai', 'vari', 'nosūtīt', 'ielūgumu', 'uz', 'tikšanos', 'pētersona', 'kungam', 'pirmdien', 'sešos', 'vakarā']"
5524,lv-LV,train,vai vari ielūgt jāni bērziņu uz tikšanos nākamajā pirmdienā sešos vakarā,"['vai', 'vari', 'ielūgt', 'jāni', 'bērziņu', 'uz', 'tikšanos', 'nākamajā', 'pirmdienā', 'sešos', 'vakarā']"
5525,lv-LV,train,vai vari nodzēst visus manus kalendāra pierakstus,"['vai', 'vari', 'nodzēst', 'visus', 'manus', 'kalendāra', 'pierakstus']"
5526,lv-LV,train,vai vari izdzēst visus ierakstus no mana kalendāra,"['vai', 'vari', 'izdzēst', 'visus', 'ierakstus', 'no', 'mana', 'kalendāra']"
5527,lv-LV,train,vai vari noņemt zobārsta apmeklējumu no mana kalendāra,"['vai', 'vari', 'noņemt', 'zobārsta', 'apmeklējumu', 'no', 'mana', 'kalendāra']"
5528,lv-LV,train,vai vari izņemt vizīti pie zobārsta no mana kalendāra,"['vai', 'vari', 'izņemt', 'vizīti', 'pie', 'zobārsta', 'no', 'mana', 'kalendāra']"
5529,lv-LV,train,kas man ir drīzumā,"['kas', 'man', 'ir', 'drīzumā']"
5530,lv-LV,train,atgādini mani par sešpadsmitā marta sapulci,"['atgādini', 'mani', 'par', 'sešpadsmitā', 'marta', 'sapulci']"
5531,lv-LV,train,pastāsti man kad ir mana nākamā tikšanās,"['pastāsti', 'man', 'kad', 'ir', 'mana', 'nākamā', 'tikšanās']"
5532,lv-LV,train,dod man ziņu dienu iepriekš pirms manas nākamās sanāksmes,"['dod', 'man', 'ziņu', 'dienu', 'iepriekš', 'pirms', 'manas', 'nākamās', 'sanāksmes']"
5533,lv-LV,train,kad ir šīs nedēļas nogales ballīte,"['kad', 'ir', 'šīs', 'nedēļas', 'nogales', 'ballīte']"
5534,lv-LV,train,lūdzu notīri manu rītdienas kalendāru,"['lūdzu', 'notīri', 'manu', 'rītdienas', 'kalendāru']"
5535,lv-LV,train,pārliecinies lai man piektdien ir brīvs,"['pārliecinies', 'lai', 'man', 'piektdien', 'ir', 'brīvs']"
5536,lv-LV,train,drīz atgādini par šo tikšanos,"['drīz', 'atgādini', 'par', 'šo', 'tikšanos']"
5537,lv-LV,train,paziņo man kad tuvojas šī sanāksme,"['paziņo', 'man', 'kad', 'tuvojas', 'šī', 'sanāksme']"
5538,lv-LV,train,pasaki man desmit minūtes pirms sapulces,"['pasaki', 'man', 'desmit', 'minūtes', 'pirms', 'sapulces']"
5539,lv-LV,train,vai man ir kādi tuvojošies atgādinājumi,"['vai', 'man', 'ir', 'kādi', 'tuvojošies', 'atgādinājumi']"
5540,lv-LV,train,vai vēl ir palikuši kādi atgādinājumi,"['vai', 'vēl', 'ir', 'palikuši', 'kādi', 'atgādinājumi']"
5541,lv-LV,train,kas ir manā grafikā šodien,"['kas', 'ir', 'manā', 'grafikā', 'šodien']"
5542,lv-LV,train,google vai man ir kādi pieraksti manā kalendārā piektdien,"['google', 'vai', 'man', 'ir', 'kādi', 'pieraksti', 'manā', 'kalendārā', 'piektdien']"
5543,lv-LV,train,vai manas pēcpusdienas tikšanās tika atceltas,"['vai', 'manas', 'pēcpusdienas', 'tikšanās', 'tika', 'atceltas']"
5544,lv-LV,train,google vai man pieraksts pie mana zobārsta ir ceturtdien,"['google', 'vai', 'man', 'pieraksts', 'pie', 'mana', 'zobārsta', 'ir', 'ceturtdien']"
5545,lv-LV,train,pasaki man lai eju uz pārtikas veikalu pēc darba,"['pasaki', 'man', 'lai', 'eju', 'uz', 'pārtikas', 'veikalu', 'pēc', 'darba']"
5546,lv-LV,train,kurās dienās marta mēnesī man ir ieplānots strādāt naktīs,"['kurās', 'dienās', 'marta', 'mēnesī', 'man', 'ir', 'ieplānots', 'strādāt', 'naktīs']"
5547,lv-LV,train,vai man šajā nedēļā ir kādas brīvas dienas,"['vai', 'man', 'šajā', 'nedēļā', 'ir', 'kādas', 'brīvas', 'dienas']"
5548,lv-LV,train,ieplāno tikšanos ar miķeli nākamo ceturtdien no rīta,"['ieplāno', 'tikšanos', 'ar', 'miķeli', 'nākamo', 'ceturtdien', 'no', 'rīta']"
5549,lv-LV,train,vai man rīt ir kādas pusdienu tikšanās,"['vai', 'man', 'rīt', 'ir', 'kādas', 'pusdienu', 'tikšanās']"
5550,lv-LV,train,vai ma šajā nedēļas nogalē ir brīvs laiks,"['vai', 'ma', 'šajā', 'nedēļas', 'nogalē', 'ir', 'brīvs', 'laiks']"
5551,lv-LV,train,vai manas meitas luga ir piektdienas vakarā,"['vai', 'manas', 'meitas', 'luga', 'ir', 'piektdienas', 'vakarā']"
5552,lv-LV,train,cikos sākās tikšanās,"['cikos', 'sākās', 'tikšanās']"
5553,lv-LV,train,kurā dienā ir tikšanās,"['kurā', 'dienā', 'ir', 'tikšanās']"
5554,lv-LV,train,vai man piektdien ir sapulce,"['vai', 'man', 'piektdien', 'ir', 'sapulce']"
5555,lv-LV,train,vai man piektdien ir pusdienas,"['vai', 'man', 'piektdien', 'ir', 'pusdienas']"
5556,lv-LV,train,vai manā kalendārā ir kādas dzimšanas dienas,"['vai', 'manā', 'kalendārā', 'ir', 'kādas', 'dzimšanas', 'dienas']"
5557,lv-LV,train,atgādini man laikus izdarīt lietas,"['atgādini', 'man', 'laikus', 'izdarīt', 'lietas']"
5558,lv-LV,train,atpakaļskaitīšana,['atpakaļskaitīšana']
5559,lv-LV,train,atgādini man par šo laikā,"['atgādini', 'man', 'par', 'šo', 'laikā']"
5560,lv-LV,train,pievieno manu mammu kalendārā uz pirmdienas otrajām brokastīm,"['pievieno', 'manu', 'mammu', 'kalendārā', 'uz', 'pirmdienas', 'otrajām', 'brokastīm']"
5561,lv-LV,train,pievieno manu māsu kalendārā piektdienas pedikīram,"['pievieno', 'manu', 'māsu', 'kalendārā', 'piektdienas', 'pedikīram']"
5562,lv-LV,train,izdzēs otrdienas pasākumu,"['izdzēs', 'otrdienas', 'pasākumu']"
5563,lv-LV,train,kā izskatās tikšanās ar jāni,"['kā', 'izskatās', 'tikšanās', 'ar', 'jāni']"
5564,lv-LV,train,cikos man jāsavāc jāni,"['cikos', 'man', 'jāsavāc', 'jāni']"
5565,lv-LV,train,cikos ir mana tikšanās piektdien,"['cikos', 'ir', 'mana', 'tikšanās', 'piektdien']"
5566,lv-LV,train,kur notiek mana projekta sapulce,"['kur', 'notiek', 'mana', 'projekta', 'sapulce']"
5567,lv-LV,train,izdzēs tikšanos šajā laikā,"['izdzēs', 'tikšanos', 'šajā', 'laikā']"
5568,lv-LV,train,es šonedēļ neko nedaru,"['es', 'šonedēļ', 'neko', 'nedaru']"
5569,lv-LV,train,vienkārši izlaižam vizīti laikā,"['vienkārši', 'izlaižam', 'vizīti', 'laikā']"
