,locale,partition,utt,tokens
4339,tr-TR,train,bugün nasılsın iyiyim teşekkürler,"['bugün', 'nasılsın', 'iyiyim', 'teşekkürler']"
4340,tr-TR,train,dışarıdaki hava durumu nasıl bulutlu,"['dışarıdaki', 'hava', 'durumu', 'nasıl', 'bulutlu']"
4341,tr-TR,train,bugün dışarıda hangi oyunu oynamak istersin,"['bugün', 'dışarıda', 'hangi', 'oyunu', 'oynamak', 'istersin']"
4342,tr-TR,train,müzik konuları istiyorum,"['müzik', 'konuları', 'istiyorum']"
4343,tr-TR,train,son haber başlıklarını istiyorum,"['son', 'haber', 'başlıklarını', 'istiyorum']"
4344,tr-TR,train,ünlülerin dedikoduları hakkında konu istiyorum,"['ünlülerin', 'dedikoduları', 'hakkında', 'konu', 'istiyorum']"
4345,tr-TR,train,bana en son medya trendlerinden bahset,"['bana', 'en', 'son', 'medya', 'trendlerinden', 'bahset']"
4346,tr-TR,train,dünyadaki trend konular neler,"['dünyadaki', 'trend', 'konular', 'neler']"
4347,tr-TR,train,yıldız falı,"['yıldız', 'falı']"
4348,tr-TR,train,akşam yemeğinde ne var,"['akşam', 'yemeğinde', 'ne', 'var']"
4349,tr-TR,train,günün programı nasıl,"['günün', 'programı', 'nasıl']"
4350,tr-TR,train,buradaki en iyi italyan restoranı hangisi,"['buradaki', 'en', 'iyi', 'italyan', 'restoranı', 'hangisi']"
4351,tr-TR,train,bugün kötüydü,"['bugün', 'kötüydü']"
4352,tr-TR,train,hava nasıl,"['hava', 'nasıl']"
4353,tr-TR,train,bana eğlenceli bir gerçek söyle,"['bana', 'eğlenceli', 'bir', 'gerçek', 'söyle']"
4354,tr-TR,train,para kazandıran filmler,"['para', 'kazandıran', 'filmler']"
4355,tr-TR,train,neler oluyor olly,"['neler', 'oluyor', 'olly']"
4356,tr-TR,train,neler oluyor,"['neler', 'oluyor']"
4357,tr-TR,train,bugün bir enkaza girdim,"['bugün', 'bir', 'enkaza', 'girdim']"
4358,tr-TR,train,olly bugün çalıştım,"['olly', 'bugün', 'çalıştım']"
4359,tr-TR,train,neyi sevmiyorum,"['neyi', 'sevmiyorum']"
4360,tr-TR,train,insanların kimi umursayacağını düşünüyorum,"['insanların', 'kimi', 'umursayacağını', 'düşünüyorum']"
4361,tr-TR,train,bildirimler,['bildirimler']
4362,tr-TR,train,onun geçmişini öğrenmek istiyorum,"['onun', 'geçmişini', 'öğrenmek', 'istiyorum']"
4363,tr-TR,train,şu anki yerel etkinlikler,"['şu', 'anki', 'yerel', 'etkinlikler']"
4364,tr-TR,train,lütfen bana kim olduğunu söyler misin,"['lütfen', 'bana', 'kim', 'olduğunu', 'söyler', 'misin']"
4365,tr-TR,train,bugün beş mil koştum,"['bugün', 'beş', 'mil', 'koştum']"
4366,tr-TR,train,oğlum bugün doğdu,"['oğlum', 'bugün', 'doğdu']"
4367,tr-TR,train,flaş haber,"['flaş', 'haber']"
4368,tr-TR,train,hey iyi hissediyorum,"['hey', 'iyi', 'hissediyorum']"
4369,tr-TR,train,yirmi soru oyna,"['yirmi', 'soru', 'oyna']"
4370,tr-TR,train,başkanı seviyor musun,"['başkanı', 'seviyor', 'musun']"
4371,tr-TR,train,mevcut etkinlikler,"['mevcut', 'etkinlikler']"
4372,tr-TR,train,spor skorları,"['spor', 'skorları']"
4373,tr-TR,train,e- postalar,"['e-', 'postalar']"
4374,tr-TR,train,anımsatıcılar,['anımsatıcılar']
4375,tr-TR,train,alarmlar,['alarmlar']
4376,tr-TR,train,tv de ne var,"['tv', 'de', 'ne', 'var']"
4377,tr-TR,train,bugün iş berbattı,"['bugün', 'iş', 'berbattı']"
4378,tr-TR,train,alışveriş,['alışveriş']
4379,tr-TR,train,bana cevabını söyle,"['bana', 'cevabını', 'söyle']"
4380,tr-TR,train,olly neler hayal ediyorsun,"['olly', 'neler', 'hayal', 'ediyorsun']"
4381,tr-TR,train,nasıl sağlıklı yenir,"['nasıl', 'sağlıklı', 'yenir']"
4382,tr-TR,train,lütfen not et bugün çok fena bir şey oldu çünkü arkadaşım bana çok kaba davrandı,"['lütfen', 'not', 'et', 'bugün', 'çok', 'fena', 'bir', 'şey', 'oldu', 'çünkü', 'arkadaşım', 'bana', 'çok', 'kaba', 'davrandı']"
4383,tr-TR,train,en son filmleri gözden geçir,"['en', 'son', 'filmleri', 'gözden', 'geçir']"
4384,tr-TR,train,benim yakınlarımdaki sahne şovlarını göster,"['benim', 'yakınlarımdaki', 'sahne', 'şovlarını', 'göster']"
4385,tr-TR,train,bu cumhurbaşkanlığı seçimini kim kazanacak,"['bu', 'cumhurbaşkanlığı', 'seçimini', 'kim', 'kazanacak']"
4386,tr-TR,train,b. m. w. nin en son modeli ne,"['b.', 'm.', 'w.', 'nin', 'en', 'son', 'modeli', 'ne']"
4387,tr-TR,train,bugün ruh halin nasıl,"['bugün', 'ruh', 'halin', 'nasıl']"
4388,tr-TR,train,uygulama yönetimi,"['uygulama', 'yönetimi']"
4389,tr-TR,train,dosya saklama,"['dosya', 'saklama']"
4390,tr-TR,train,adın ne,"['adın', 'ne']"
4391,tr-TR,train,bugün nasıl hissediyorsun,"['bugün', 'nasıl', 'hissediyorsun']"
4392,tr-TR,train,yerel haberler,"['yerel', 'haberler']"
4393,tr-TR,train,mevcut siyaset,"['mevcut', 'siyaset']"
4394,tr-TR,train,neden yaz saati uygulamasına devam ediyoruz,"['neden', 'yaz', 'saati', 'uygulamasına', 'devam', 'ediyoruz']"
4395,tr-TR,train,ülkedeki en iyi mutfak hangisidir,"['ülkedeki', 'en', 'iyi', 'mutfak', 'hangisidir']"
4396,tr-TR,train,bana fıkralar anlat,"['bana', 'fıkralar', 'anlat']"
4397,tr-TR,train,işe gidip gelirken trafik ne kadar kötü,"['işe', 'gidip', 'gelirken', 'trafik', 'ne', 'kadar', 'kötü']"
4398,tr-TR,train,bugün nasılsın,"['bugün', 'nasılsın']"
4399,tr-TR,train,olly bugün yorucu bir gündü,"['olly', 'bugün', 'yorucu', 'bir', 'gündü']"
4400,tr-TR,train,bugün çok yoğun bir iş günüydü,"['bugün', 'çok', 'yoğun', 'bir', 'iş', 'günüydü']"
4401,tr-TR,train,titanic filminin hikayesi ne,"['titanic', 'filminin', 'hikayesi', 'ne']"
4402,tr-TR,train,pop endüstrisinde neler oluyor,"['pop', 'endüstrisinde', 'neler', 'oluyor']"
4403,tr-TR,train,iyi restoranlar,"['iyi', 'restoranlar']"
4404,tr-TR,train,programım,['programım']
4405,tr-TR,train,kriket hakkında,"['kriket', 'hakkında']"
4406,tr-TR,train,iyi bir romantik akşam yemeği ne olurdu,"['iyi', 'bir', 'romantik', 'akşam', 'yemeği', 'ne', 'olurdu']"
4407,tr-TR,train,heceleme,['heceleme']
4408,tr-TR,train,kız arkadaşım için romantik bir yemek hangisi,"['kız', 'arkadaşım', 'için', 'romantik', 'bir', 'yemek', 'hangisi']"
4409,tr-TR,train,bir kız arkadaş için iyi bir hediye nedir,"['bir', 'kız', 'arkadaş', 'için', 'iyi', 'bir', 'hediye', 'nedir']"
4410,tr-TR,train,hayatın anlamı nedir,"['hayatın', 'anlamı', 'nedir']"
4411,tr-TR,train,hislerin var mı,"['hislerin', 'var', 'mı']"
4412,tr-TR,train,bana hadise yi anlat,"['bana', 'hadise', 'yi', 'anlat']"
4413,tr-TR,train,nerede oturuyorsun,"['nerede', 'oturuyorsun']"
4414,tr-TR,train,küresel ısınma,"['küresel', 'ısınma']"
4415,tr-TR,train,bugün iyi bir gün geçirdim,"['bugün', 'iyi', 'bir', 'gün', 'geçirdim']"
4416,tr-TR,train,bugün günüm çok güzel geçti,"['bugün', 'günüm', 'çok', 'güzel', 'geçti']"
4417,tr-TR,train,rüyalar,['rüyalar']
4418,tr-TR,train,yapay zekanın doğası,"['yapay', 'zekanın', 'doğası']"
4419,tr-TR,train,en son iklim ve hava durumu haberleri,"['en', 'son', 'iklim', 've', 'hava', 'durumu', 'haberleri']"
4420,tr-TR,train,başlayalım dostum,"['başlayalım', 'dostum']"
4421,tr-TR,train,porno,['porno']
4422,tr-TR,train,olly uzun zor bir gün geçirdim,"['olly', 'uzun', 'zor', 'bir', 'gün', 'geçirdim']"
4423,tr-TR,train,olly bugün hayatımın en güzel günüydü,"['olly', 'bugün', 'hayatımın', 'en', 'güzel', 'günüydü']"
4424,tr-TR,train,bugün işte düştüm,"['bugün', 'işte', 'düştüm']"
4425,tr-TR,train,güncel haberler,"['güncel', 'haberler']"
4426,tr-TR,train,tanımlar,['tanımlar']
4427,tr-TR,train,eğlence,['eğlence']
4428,tr-TR,train,küçük bir tartışma başlat,"['küçük', 'bir', 'tartışma', 'başlat']"
4429,tr-TR,train,küçük bir çizelge başlat,"['küçük', 'bir', 'çizelge', 'başlat']"
4430,tr-TR,train,biz arkadaş mıyız,"['biz', 'arkadaş', 'mıyız']"
4431,tr-TR,train,masraflar,['masraflar']
4432,tr-TR,train,belli başlı marvel dizileri netflix e dönünce bana hatırlat,"['belli', 'başlı', 'marvel', 'dizileri', 'netflix', 'e', 'dönünce', 'bana', 'hatırlat']"
4433,tr-TR,train,beni pazar günleri sadece güneş doğduktan sonra uyandır,"['beni', 'pazar', 'günleri', 'sadece', 'güneş', 'doğduktan', 'sonra', 'uyandır']"
4434,tr-TR,train,ilk ondaki filmler,"['ilk', 'ondaki', 'filmler']"
4435,tr-TR,train,eğitim,['eğitim']
4436,tr-TR,train,nano teknoloji,"['nano', 'teknoloji']"
4437,tr-TR,train,yapay zeka,"['yapay', 'zeka']"
4438,tr-TR,train,benimle spor hakkında sohbet et,"['benimle', 'spor', 'hakkında', 'sohbet', 'et']"
4439,tr-TR,train,benimle siyasetle ilgili bir sohbet başlat,"['benimle', 'siyasetle', 'ilgili', 'bir', 'sohbet', 'başlat']"
4440,tr-TR,train,resim,['resim']
4441,tr-TR,train,bugünkü haber başlıkları hakkında,"['bugünkü', 'haber', 'başlıkları', 'hakkında']"
4442,tr-TR,train,yeni politikalar,"['yeni', 'politikalar']"
4443,tr-TR,train,akıllı telefonların tarihi nedir,"['akıllı', 'telefonların', 'tarihi', 'nedir']"
4444,tr-TR,train,çıkmak,['çıkmak']
4445,tr-TR,train,ünlüler,['ünlüler']
4446,tr-TR,train,kaydet,['kaydet']
4447,tr-TR,train,çiz,['çiz']
4448,tr-TR,train,en iyi adana yemekleri lokantasının adı ne,"['en', 'iyi', 'adana', 'yemekleri', 'lokantasının', 'adı', 'ne']"
4449,tr-TR,train,iki bin on yedi için müzik listesinin zirvesi kim,"['iki', 'bin', 'on', 'yedi', 'için', 'müzik', 'listesinin', 'zirvesi', 'kim']"
4450,tr-TR,train,erdoğan hakkında ne düşünüyorsun,"['erdoğan', 'hakkında', 'ne', 'düşünüyorsun']"
4451,tr-TR,train,dövüş sanatları,"['dövüş', 'sanatları']"
4452,tr-TR,train,gece hayatı,"['gece', 'hayatı']"
4453,tr-TR,train,hava durumu,"['hava', 'durumu']"
4454,tr-TR,train,döviz kurları,"['döviz', 'kurları']"
4455,tr-TR,train,öğle yemeği için ne pişirsem,"['öğle', 'yemeği', 'için', 'ne', 'pişirsem']"
4456,tr-TR,train,taze bir gün,"['taze', 'bir', 'gün']"
4457,tr-TR,train,not,['not']
4458,tr-TR,train,hayatın anlamı ne,"['hayatın', 'anlamı', 'ne']"
4459,tr-TR,train,en son haberler,"['en', 'son', 'haberler']"
4460,tr-TR,train,alexa n.s.a. da bir araç olmak nasıl bir şey,"['alexa', 'n.s.a.', 'da', 'bir', 'araç', 'olmak', 'nasıl', 'bir', 'şey']"
4461,tr-TR,train,yeni müzik parçaları,"['yeni', 'müzik', 'parçaları']"
4462,tr-TR,train,güzelliğin tanımı,"['güzelliğin', 'tanımı']"
4463,tr-TR,train,dünyadaki gerçekler hakkında,"['dünyadaki', 'gerçekler', 'hakkında']"
4464,tr-TR,train,trafik tıkanıklık sorunları,"['trafik', 'tıkanıklık', 'sorunları']"
4465,tr-TR,train,bugün hava soğuk,"['bugün', 'hava', 'soğuk']"
4466,tr-TR,train,bugün öğleden sonra ikide doktor randevum var,"['bugün', 'öğleden', 'sonra', 'ikide', 'doktor', 'randevum', 'var']"
4467,tr-TR,train,selam bugün sabah yedi de kahvemi demlemem lazım,"['selam', 'bugün', 'sabah', 'yedi', 'de', 'kahvemi', 'demlemem', 'lazım']"
4468,tr-TR,train,bugün çok yoğun bir gündü,"['bugün', 'çok', 'yoğun', 'bir', 'gündü']"
4469,tr-TR,train,soğuk bir gündü,"['soğuk', 'bir', 'gündü']"
4470,tr-TR,train,yoğun bir iş günüydü,"['yoğun', 'bir', 'iş', 'günüydü']"
4471,tr-TR,train,merhaba ne yapıyorsun,"['merhaba', 'ne', 'yapıyorsun']"
4472,tr-TR,train,bana kendinden bahset,"['bana', 'kendinden', 'bahset']"
4473,tr-TR,train,tüm gün,"['tüm', 'gün']"
4474,tr-TR,train,canlı kriket skorları,"['canlı', 'kriket', 'skorları']"
4475,tr-TR,train,otomobiller,['otomobiller']
4476,tr-TR,train,gelecek için öneriler,"['gelecek', 'için', 'öneriler']"
4477,tr-TR,train,bugün yapılacak eğlenceli bir şey ne olurdu,"['bugün', 'yapılacak', 'eğlenceli', 'bir', 'şey', 'ne', 'olurdu']"
4478,tr-TR,train,bugün aklında neler var,"['bugün', 'aklında', 'neler', 'var']"
4479,tr-TR,train,ava kirliliği,"['ava', 'kirliliği']"
4480,tr-TR,train,dişiler,['dişiler']
4481,tr-TR,train,finans,['finans']
4482,tr-TR,train,haberlerde neler oluyor,"['haberlerde', 'neler', 'oluyor']"
4483,tr-TR,train,en önemli haberler,"['en', 'önemli', 'haberler']"
4484,tr-TR,train,kriket güncellemesi,"['kriket', 'güncellemesi']"
4485,tr-TR,train,uzatmalı sevgilimle bugün öğle yemeğimiz vardı bana bu havaya uygun güzel bir müzik çal,"['uzatmalı', 'sevgilimle', 'bugün', 'öğle', 'yemeğimiz', 'vardı', 'bana', 'bu', 'havaya', 'uygun', 'güzel', 'bir', 'müzik', 'çal']"
4486,tr-TR,train,sex,['sex']
4487,tr-TR,train,hayat,['hayat']
4488,tr-TR,train,şu an trafik nasıl,"['şu', 'an', 'trafik', 'nasıl']"
4489,tr-TR,train,günün nasıl gitti,"['günün', 'nasıl', 'gitti']"
4490,tr-TR,train,ihtiyacın olan her şeyi aldın mı,"['ihtiyacın', 'olan', 'her', 'şeyi', 'aldın', 'mı']"
4491,tr-TR,train,gününü nasıl biraz daha güzelleştirebilirim,"['gününü', 'nasıl', 'biraz', 'daha', 'güzelleştirebilirim']"
4492,tr-TR,train,hey olly bugün berbat bir gün geçiriyorum beni şenlendirecek ne izleyebilirim,"['hey', 'olly', 'bugün', 'berbat', 'bir', 'gün', 'geçiriyorum', 'beni', 'şenlendirecek', 'ne', 'izleyebilirim']"
4493,tr-TR,train,hey bugün cüzdanımı kaybettim,"['hey', 'bugün', 'cüzdanımı', 'kaybettim']"
4494,tr-TR,train,hey olly bugün cüzdanımı kaybettim,"['hey', 'olly', 'bugün', 'cüzdanımı', 'kaybettim']"
4495,tr-TR,train,hey bugün işten atıldım,"['hey', 'bugün', 'işten', 'atıldım']"
4496,tr-TR,train,hey olly bugün işten kovuldum,"['hey', 'olly', 'bugün', 'işten', 'kovuldum']"
4497,tr-TR,train,beni neşelendiriyor,"['beni', 'neşelendiriyor']"
4498,tr-TR,train,bugün hava,"['bugün', 'hava']"
4499,tr-TR,train,şehirdeki haberler,"['şehirdeki', 'haberler']"
4500,tr-TR,train,tedavülden kalkacağın günü biliyor musun,"['tedavülden', 'kalkacağın', 'günü', 'biliyor', 'musun']"
4501,tr-TR,train,evrenin kökenleri,"['evrenin', 'kökenleri']"
4502,tr-TR,train,yapay zekanın bilinci ve vicdanı var mı,"['yapay', 'zekanın', 'bilinci', 've', 'vicdanı', 'var', 'mı']"
4503,tr-TR,train,finans,['finans']
4504,tr-TR,train,skynet nedir,"['skynet', 'nedir']"
4505,tr-TR,train,robotik,['robotik']
4506,tr-TR,train,ahlak,['ahlak']
4507,tr-TR,train,olly çarşamba günkü iş toplantısını iptal et,"['olly', 'çarşamba', 'günkü', 'iş', 'toplantısını', 'iptal', 'et']"
4508,tr-TR,train,önümüzdeki yılki mahmutun düğünü etkinliğini sil,"['önümüzdeki', 'yılki', 'mahmutun', 'düğünü', 'etkinliğini', 'sil']"
4509,tr-TR,train,cuma sabah ondaki uyanmayı kaldır,"['cuma', 'sabah', 'ondaki', 'uyanmayı', 'kaldır']"
4510,tr-TR,train,olly cuma günü sabah ondaki stand-up ı kaldır,"['olly', 'cuma', 'günü', 'sabah', 'ondaki', 'stand-up', 'ı', 'kaldır']"
4511,tr-TR,train,bana cuma geceki konser hakkında daha fazla bilgi ver,"['bana', 'cuma', 'geceki', 'konser', 'hakkında', 'daha', 'fazla', 'bilgi', 'ver']"
4512,tr-TR,train,esma'nın sergisi ne zaman,"[""esma'nın"", 'sergisi', 'ne', 'zaman']"
4513,tr-TR,train,olly hatırlamam gereken bir şey var mı,"['olly', 'hatırlamam', 'gereken', 'bir', 'şey', 'var', 'mı']"
4514,tr-TR,train,haftanın geri kalanı için gündemim nedir,"['haftanın', 'geri', 'kalanı', 'için', 'gündemim', 'nedir']"
4515,tr-TR,train,abdullah ile yapacağım sohbeti kaldır,"['abdullah', 'ile', 'yapacağım', 'sohbeti', 'kaldır']"
4516,tr-TR,train,tiffany's house'daki kahvaltıyı iptal et,"[""tiffany's"", ""house'daki"", 'kahvaltıyı', 'iptal', 'et']"
4517,tr-TR,train,perşembe öğleden sonra adnan ile bir sohbet programla,"['perşembe', 'öğleden', 'sonra', 'adnan', 'ile', 'bir', 'sohbet', 'programla']"
4518,tr-TR,train,olly bana yarım saat içinde reşatbey mahallesine bir taksi ayarla,"['olly', 'bana', 'yarım', 'saat', 'içinde', 'reşatbey', 'mahallesine', 'bir', 'taksi', 'ayarla']"
4519,tr-TR,train,olly önümüzdeki iki gün tüm etkinlikleri iptal et,"['olly', 'önümüzdeki', 'iki', 'gün', 'tüm', 'etkinlikleri', 'iptal', 'et']"
4520,tr-TR,train,önümüzdeki iki gün içindeki tüm etkinlikleri iptal et,"['önümüzdeki', 'iki', 'gün', 'içindeki', 'tüm', 'etkinlikleri', 'iptal', 'et']"
4521,tr-TR,train,yarın izinliyim,"['yarın', 'izinliyim']"
4522,tr-TR,train,bu hafta steve ile toplantım var mı,"['bu', 'hafta', 'steve', 'ile', 'toplantım', 'var', 'mı']"
4523,tr-TR,train,orçunun doğum günü ne zaman,"['orçunun', 'doğum', 'günü', 'ne', 'zaman']"
4524,tr-TR,train,cumaları öğleden sonra üçte iki haftada bir düzenli toplantı ayarla,"['cumaları', 'öğleden', 'sonra', 'üçte', 'iki', 'haftada', 'bir', 'düzenli', 'toplantı', 'ayarla']"
4525,tr-TR,train,takvime haftalık öğleden sonra bir araması ekle,"['takvime', 'haftalık', 'öğleden', 'sonra', 'bir', 'araması', 'ekle']"
4526,tr-TR,train,akşam beşteki günlük aramamı takvime ekle,"['akşam', 'beşteki', 'günlük', 'aramamı', 'takvime', 'ekle']"
4527,tr-TR,train,bana en eski hatırlatıcıdan bahset,"['bana', 'en', 'eski', 'hatırlatıcıdan', 'bahset']"
4528,tr-TR,train,en son anımsatıcıyı oku,"['en', 'son', 'anımsatıcıyı', 'oku']"
4529,tr-TR,train,programımda sırada ne var,"['programımda', 'sırada', 'ne', 'var']"
4530,tr-TR,train,bir sonraki toplantı kaçta,"['bir', 'sonraki', 'toplantı', 'kaçta']"
4531,tr-TR,train,lütfen bugün için tüm etkinliklerimi iptal et,"['lütfen', 'bugün', 'için', 'tüm', 'etkinliklerimi', 'iptal', 'et']"
4532,tr-TR,train,bu haftaki takvim etkinliklerimi kaldır,"['bu', 'haftaki', 'takvim', 'etkinliklerimi', 'kaldır']"
4533,tr-TR,train,bana gelecek hafta kitap okumam gerektiğini hatırlat,"['bana', 'gelecek', 'hafta', 'kitap', 'okumam', 'gerektiğini', 'hatırlat']"
4534,tr-TR,train,yarın pawel'i aramam için hatırlatıcı koy,"['yarın', ""pawel'i"", 'aramam', 'için', 'hatırlatıcı', 'koy']"
4535,tr-TR,train,bugün saat akşam dokuzda yeni film izlemek için hatırlatıcılarıma ekle,"['bugün', 'saat', 'akşam', 'dokuzda', 'yeni', 'film', 'izlemek', 'için', 'hatırlatıcılarıma', 'ekle']"
4536,tr-TR,train,bir sonraki toplantımı sil,"['bir', 'sonraki', 'toplantımı', 'sil']"
4537,tr-TR,train,hazirandaki tatilimi takvimden çıkar,"['hazirandaki', 'tatilimi', 'takvimden', 'çıkar']"
4538,tr-TR,train,bana o e-postayı daha sonra göndermemi hatırlat,"['bana', 'o', 'e-postayı', 'daha', 'sonra', 'göndermemi', 'hatırlat']"
4539,tr-TR,train,faturayı dosyalamamı sonra söyle,"['faturayı', 'dosyalamamı', 'sonra', 'söyle']"
4540,tr-TR,train,bana her pazartesi ve salı spor salonuna gitmemi hatırlat,"['bana', 'her', 'pazartesi', 've', 'salı', 'spor', 'salonuna', 'gitmemi', 'hatırlat']"
4541,tr-TR,train,bana her hafta alışverişe çıkmayı hatırlat,"['bana', 'her', 'hafta', 'alışverişe', 'çıkmayı', 'hatırlat']"
4542,tr-TR,train,bana her ay kira ödememi hatırlat,"['bana', 'her', 'ay', 'kira', 'ödememi', 'hatırlat']"
4543,tr-TR,train,bir sonraki etkinliğimi kapat,"['bir', 'sonraki', 'etkinliğimi', 'kapat']"
4544,tr-TR,train,hongbin ile bir toplantı ayarla,"['hongbin', 'ile', 'bir', 'toplantı', 'ayarla']"
4545,tr-TR,train,takvimime bir etkinlik ekle,"['takvimime', 'bir', 'etkinlik', 'ekle']"
4546,tr-TR,train,takvimime yeni bir etkinlik ekle,"['takvimime', 'yeni', 'bir', 'etkinlik', 'ekle']"
4547,tr-TR,train,o nerede,"['o', 'nerede']"
4548,tr-TR,train,etkinliğin adı ne,"['etkinliğin', 'adı', 'ne']"
4549,tr-TR,train,bu cumartesi boşmuyum,"['bu', 'cumartesi', 'boşmuyum']"
4550,tr-TR,train,bu hafta doktor radevum saat kaçta,"['bu', 'hafta', 'doktor', 'radevum', 'saat', 'kaçta']"
4551,tr-TR,train,yarın işte toplantım kimle,"['yarın', 'işte', 'toplantım', 'kimle']"
4552,tr-TR,train,haftaya doktor randevum nerede,"['haftaya', 'doktor', 'randevum', 'nerede']"
4553,tr-TR,train,hiç hatırlatmam var mı,"['hiç', 'hatırlatmam', 'var', 'mı']"
4554,tr-TR,train,benim için hiç hatırlatma var mı,"['benim', 'için', 'hiç', 'hatırlatma', 'var', 'mı']"
4555,tr-TR,train,paul ile yarın akşam altıda buluşma ayarla. m.,"['paul', 'ile', 'yarın', 'akşam', 'altıda', 'buluşma', 'ayarla.', 'm.']"
4556,tr-TR,train,tutku ile bu akşam bir görüşme etkinliği ekle,"['tutku', 'ile', 'bu', 'akşam', 'bir', 'görüşme', 'etkinliği', 'ekle']"
4557,tr-TR,train,takvimimde hangi etkinlikler var,"['takvimimde', 'hangi', 'etkinlikler', 'var']"
4558,tr-TR,train,benim programımda sırada ne var,"['benim', 'programımda', 'sırada', 'ne', 'var']"
4559,tr-TR,train,olly bana etkinliklerimi söyle,"['olly', 'bana', 'etkinliklerimi', 'söyle']"
4560,tr-TR,train,bugün takvimimde herhangi bir etkinlik var mı,"['bugün', 'takvimimde', 'herhangi', 'bir', 'etkinlik', 'var', 'mı']"
4561,tr-TR,train,bu hafta sonuna hiç randevum var mı,"['bu', 'hafta', 'sonuna', 'hiç', 'randevum', 'var', 'mı']"
4562,tr-TR,train,takvimim perşembe için boş mu,"['takvimim', 'perşembe', 'için', 'boş', 'mu']"
4563,tr-TR,train,bir sonraki toplantımı takvimden sil,"['bir', 'sonraki', 'toplantımı', 'takvimden', 'sil']"
4564,tr-TR,train,takvimimden bugünkü bir sonraki toplantıyı kaldır,"['takvimimden', 'bugünkü', 'bir', 'sonraki', 'toplantıyı', 'kaldır']"
4565,tr-TR,train,yarın sabah toplantım var mı,"['yarın', 'sabah', 'toplantım', 'var', 'mı']"
4566,tr-TR,train,bu çarşamba sabah benim toplantılarımı bildir,"['bu', 'çarşamba', 'sabah', 'benim', 'toplantılarımı', 'bildir']"
4567,tr-TR,train,bu pazar büyükannemi aramamı anımsat,"['bu', 'pazar', 'büyükannemi', 'aramamı', 'anımsat']"
4568,tr-TR,train,bana her gün saat birden önce yatmamı hatırlat,"['bana', 'her', 'gün', 'saat', 'birden', 'önce', 'yatmamı', 'hatırlat']"
4569,tr-TR,train,yarın sabah ondan on bire kadar takvimimde herhangi bir etkinliğim var mı,"['yarın', 'sabah', 'ondan', 'on', 'bire', 'kadar', 'takvimimde', 'herhangi', 'bir', 'etkinliğim', 'var', 'mı']"
4570,tr-TR,train,bugünün bütün etkinliklerini sil,"['bugünün', 'bütün', 'etkinliklerini', 'sil']"
4571,tr-TR,train,gelecek hafta erkek arkadaşımla beraber leyla'nın düğününe katılacağım lütfen takvimime ekle,"['gelecek', 'hafta', 'erkek', 'arkadaşımla', 'beraber', ""leyla'nın"", 'düğününe', 'katılacağım', 'lütfen', 'takvimime', 'ekle']"
4572,tr-TR,train,iki saat içinde egzersiz dersi ile ilgili hatırlatma yapabilir misin,"['iki', 'saat', 'içinde', 'egzersiz', 'dersi', 'ile', 'ilgili', 'hatırlatma', 'yapabilir', 'misin']"
4573,tr-TR,train,olly bana beden dersini iki saat sonra hatırlatabilir misin,"['olly', 'bana', 'beden', 'dersini', 'iki', 'saat', 'sonra', 'hatırlatabilir', 'misin']"
4574,tr-TR,train,bana yarım saat içinde makarnaya bakmam gerektiğini hatırlat,"['bana', 'yarım', 'saat', 'içinde', 'makarnaya', 'bakmam', 'gerektiğini', 'hatırlat']"
4575,tr-TR,train,perşembe günü çöpleri dışarı çıkarmamı hatırlatabilir misin,"['perşembe', 'günü', 'çöpleri', 'dışarı', 'çıkarmamı', 'hatırlatabilir', 'misin']"
4576,tr-TR,train,olly bana annemin doğum gününü bir hafta önceden hatırlat,"['olly', 'bana', 'annemin', 'doğum', 'gününü', 'bir', 'hafta', 'önceden', 'hatırlat']"
4577,tr-TR,train,olly necla'yı saat dörtte aramayı hatırlamama yardım et,"['olly', ""necla'yı"", 'saat', 'dörtte', 'aramayı', 'hatırlamama', 'yardım', 'et']"
4578,tr-TR,train,olly mağazalar kapanmadan önce gitmemi hatırlatman lazım,"['olly', 'mağazalar', 'kapanmadan', 'önce', 'gitmemi', 'hatırlatman', 'lazım']"
4579,tr-TR,train,kapanmadan önce mağazalara gitmem gerektiğini hatırlamalıyım,"['kapanmadan', 'önce', 'mağazalara', 'gitmem', 'gerektiğini', 'hatırlamalıyım']"
4580,tr-TR,train,bu gece dokuzda jazz barda iyi bir grup çalıyor gitmek istiyorum,"['bu', 'gece', 'dokuzda', 'jazz', 'barda', 'iyi', 'bir', 'grup', 'çalıyor', 'gitmek', 'istiyorum']"
4581,tr-TR,train,bu haftasonu açıkhava sineması gösterimlerine gitmek istiyorum,"['bu', 'haftasonu', 'açıkhava', 'sineması', 'gösterimlerine', 'gitmek', 'istiyorum']"
4582,tr-TR,train,pazartesileri akşam yediye tekrar eden bir etkinlik oluştur,"['pazartesileri', 'akşam', 'yediye', 'tekrar', 'eden', 'bir', 'etkinlik', 'oluştur']"
4583,tr-TR,train,perşembeleri öğleden sonra on bir buçuk için bir hatırlatıcı ekle ve bu etkinliğe dans dersleri adını ver,"['perşembeleri', 'öğleden', 'sonra', 'on', 'bir', 'buçuk', 'için', 'bir', 'hatırlatıcı', 'ekle', 've', 'bu', 'etkinliğe', 'dans', 'dersleri', 'adını', 'ver']"
