,locale,partition,utt,tokens
4705,ru-RU,train,узнай сможет ли николай прийти на встречу в понедельник,"['узнай', 'сможет', 'ли', 'николай', 'прийти', 'на', 'встречу', 'в', 'понедельник']"
4706,ru-RU,train,перечисли все запланированные на сегодня встречи до шести вечера,"['перечисли', 'все', 'запланированные', 'на', 'сегодня', 'встречи', 'до', 'шести', 'вечера']"
4707,ru-RU,train,мой календарь пуст,"['мой', 'календарь', 'пуст']"
4708,ru-RU,train,удали канун нового года из календаря,"['удали', 'канун', 'нового', 'года', 'из', 'календаря']"
4709,ru-RU,train,можешь отменить событие день святого валентина из кулендаря,"['можешь', 'отменить', 'событие', 'день', 'святого', 'валентина', 'из', 'кулендаря']"
4710,ru-RU,train,дай мне детали следующего уведомления,"['дай', 'мне', 'детали', 'следующего', 'уведомления']"
4711,ru-RU,train,покажи мне уведомления на завтра,"['покажи', 'мне', 'уведомления', 'на', 'завтра']"
4712,ru-RU,train,какое напоминание я поставил на завтра,"['какое', 'напоминание', 'я', 'поставил', 'на', 'завтра']"
4713,ru-RU,train,удали день отца из календаря,"['удали', 'день', 'отца', 'из', 'календаря']"
4714,ru-RU,train,удали все события из календаря,"['удали', 'все', 'события', 'из', 'календаря']"
4715,ru-RU,train,какие события посетят мои друзья на facebook,"['какие', 'события', 'посетят', 'мои', 'друзья', 'на', 'facebook']"
4716,ru-RU,train,напоминания об оплате картой,"['напоминания', 'об', 'оплате', 'картой']"
4717,ru-RU,train,добавь канун нового года в календарь,"['добавь', 'канун', 'нового', 'года', 'в', 'календарь']"
4718,ru-RU,train,добавь в календарь новое событие пасха,"['добавь', 'в', 'календарь', 'новое', 'событие', 'пасха']"
4719,ru-RU,train,поставь напоминание на завтрашнее утро о моей встрече,"['поставь', 'напоминание', 'на', 'завтрашнее', 'утро', 'о', 'моей', 'встрече']"
4720,ru-RU,train,установи будильник с напоминанием о моей встрече с агентом сегодня вечером,"['установи', 'будильник', 'с', 'напоминанием', 'о', 'моей', 'встрече', 'с', 'агентом', 'сегодня', 'вечером']"
4721,ru-RU,train,очисти календарь на эту неделю,"['очисти', 'календарь', 'на', 'эту', 'неделю']"
4722,ru-RU,train,мне нужно настроить повторяющееся событие в моём календаре пожалуйста,"['мне', 'нужно', 'настроить', 'повторяющееся', 'событие', 'в', 'моём', 'календаре', 'пожалуйста']"
4723,ru-RU,train,привет google отведи меня в google календарь пожалуйста,"['привет', 'google', 'отведи', 'меня', 'в', 'google', 'календарь', 'пожалуйста']"
4724,ru-RU,train,поставь встречу в среду в три часа дня в комнате,"['поставь', 'встречу', 'в', 'среду', 'в', 'три', 'часа', 'дня', 'в', 'комнате']"
4725,ru-RU,train,мне нужно запланировать встречу с виктором на понедельник в девять утра,"['мне', 'нужно', 'запланировать', 'встречу', 'с', 'виктором', 'на', 'понедельник', 'в', 'девять', 'утра']"
4726,ru-RU,train,пожалуйста поставь напоминание на три часа дня в субботу,"['пожалуйста', 'поставь', 'напоминание', 'на', 'три', 'часа', 'дня', 'в', 'субботу']"
4727,ru-RU,train,добавь встречу в этот четверг в календарь,"['добавь', 'встречу', 'в', 'этот', 'четверг', 'в', 'календарь']"
4728,ru-RU,train,добавь в календарь приём у врача в понедельник в три,"['добавь', 'в', 'календарь', 'приём', 'у', 'врача', 'в', 'понедельник', 'в', 'три']"
4729,ru-RU,train,открой google календарь пожалуйста добавь событие на пятое мая,"['открой', 'google', 'календарь', 'пожалуйста', 'добавь', 'событие', 'на', 'пятое', 'мая']"
4730,ru-RU,train,google календарь добавь событие на двадцать первое марта,"['google', 'календарь', 'добавь', 'событие', 'на', 'двадцать', 'первое', 'марта']"
4731,ru-RU,train,добавь событие в мой google календарь на дату двадцать второе марта пожалуйста,"['добавь', 'событие', 'в', 'мой', 'google', 'календарь', 'на', 'дату', 'двадцать', 'второе', 'марта', 'пожалуйста']"
4732,ru-RU,train,какие мероприятия запланированы на следующий вторник с одиннадцати утра до трёх часа дня,"['какие', 'мероприятия', 'запланированы', 'на', 'следующий', 'вторник', 'с', 'одиннадцати', 'утра', 'до', 'трёх', 'часа', 'дня']"
4733,ru-RU,train,есть ли у меня что то в календаре в пятницу утром когда я приду на работу,"['есть', 'ли', 'у', 'меня', 'что', 'то', 'в', 'календаре', 'в', 'пятницу', 'утром', 'когда', 'я', 'приду', 'на', 'работу']"
4734,ru-RU,train,мне нужно добавить в календарь встречу с анной в понедельник в десять утра,"['мне', 'нужно', 'добавить', 'в', 'календарь', 'встречу', 'с', 'анной', 'в', 'понедельник', 'в', 'десять', 'утра']"
4735,ru-RU,train,событие в ноябре удалить,"['событие', 'в', 'ноябре', 'удалить']"
4736,ru-RU,train,мои мероприятия,"['мои', 'мероприятия']"
4737,ru-RU,train,напомни мне за тридцать минут что во вторник у меня видеоконференция,"['напомни', 'мне', 'за', 'тридцать', 'минут', 'что', 'во', 'вторник', 'у', 'меня', 'видеоконференция']"
4738,ru-RU,train,удали пожалуйста события из моего календаря,"['удали', 'пожалуйста', 'события', 'из', 'моего', 'календаря']"
4739,ru-RU,train,удали все события моего календаря,"['удали', 'все', 'события', 'моего', 'календаря']"
4740,ru-RU,train,какие либо мероприятия в моем календаре сегодня,"['какие', 'либо', 'мероприятия', 'в', 'моем', 'календаре', 'сегодня']"
4741,ru-RU,train,настроить вкладку чтобы видеть предпочтительный промежуток времени,"['настроить', 'вкладку', 'чтобы', 'видеть', 'предпочтительный', 'промежуток', 'времени']"
4742,ru-RU,train,назначь встречу попросив вашего,"['назначь', 'встречу', 'попросив', 'вашего']"
4743,ru-RU,train,какие у меня сегодня напоминания,"['какие', 'у', 'меня', 'сегодня', 'напоминания']"
4744,ru-RU,train,пришли уведомление за час до моих следующих событий в календаре,"['пришли', 'уведомление', 'за', 'час', 'до', 'моих', 'следующих', 'событий', 'в', 'календаре']"
4745,ru-RU,train,дай мне знать когда произойдет следующее событие в моём календаре и отправь мне уведомление,"['дай', 'мне', 'знать', 'когда', 'произойдет', 'следующее', 'событие', 'в', 'моём', 'календаре', 'и', 'отправь', 'мне', 'уведомление']"
4746,ru-RU,train,пожалуйста удали моё следующее событие в календаре,"['пожалуйста', 'удали', 'моё', 'следующее', 'событие', 'в', 'календаре']"
4747,ru-RU,train,удали следующую запись из моего календаря,"['удали', 'следующую', 'запись', 'из', 'моего', 'календаря']"
4748,ru-RU,train,пожалуйста удали следующую запись в моем календаре,"['пожалуйста', 'удали', 'следующую', 'запись', 'в', 'моем', 'календаре']"
4749,ru-RU,train,очисти весь мой календарь,"['очисти', 'весь', 'мой', 'календарь']"
4750,ru-RU,train,пожалуйста удали всё в моем календаре,"['пожалуйста', 'удали', 'всё', 'в', 'моем', 'календаре']"
4751,ru-RU,train,пожалуйста установи напоминание для моей встречи в пять вечера сегодня,"['пожалуйста', 'установи', 'напоминание', 'для', 'моей', 'встречи', 'в', 'пять', 'вечера', 'сегодня']"
4752,ru-RU,train,мне нужно напоминание о встрече в пять вечера,"['мне', 'нужно', 'напоминание', 'о', 'встрече', 'в', 'пять', 'вечера']"
4753,ru-RU,train,установить будильник с напоминанием о встрече в пять вечера пожалуйста,"['установить', 'будильник', 'с', 'напоминанием', 'о', 'встрече', 'в', 'пять', 'вечера', 'пожалуйста']"
4754,ru-RU,train,напомни во вторник,"['напомни', 'во', 'вторник']"
4755,ru-RU,train,напомни мне позже,"['напомни', 'мне', 'позже']"
4756,ru-RU,train,открой календарь,"['открой', 'календарь']"
4757,ru-RU,train,календарь,['календарь']
4758,ru-RU,train,google календарь,"['google', 'календарь']"
4759,ru-RU,train,удали календарь событий,"['удали', 'календарь', 'событий']"
4760,ru-RU,train,сотри события календаря,"['сотри', 'события', 'календаря']"
4761,ru-RU,train,очисти мой календарь,"['очисти', 'мой', 'календарь']"
4762,ru-RU,train,напомни мне о моей встрече пятнадцатого числа,"['напомни', 'мне', 'о', 'моей', 'встрече', 'пятнадцатого', 'числа']"
4763,ru-RU,train,напомни мне за день до того когда моя машина должна быть готова,"['напомни', 'мне', 'за', 'день', 'до', 'того', 'когда', 'моя', 'машина', 'должна', 'быть', 'готова']"
4764,ru-RU,train,дай мне знать когда мой телефон будет готов,"['дай', 'мне', 'знать', 'когда', 'мой', 'телефон', 'будет', 'готов']"
4765,ru-RU,train,добавь запись к врачу на пятнадцатое число,"['добавь', 'запись', 'к', 'врачу', 'на', 'пятнадцатое', 'число']"
4766,ru-RU,train,внеси день рождения моего брата в мой календарь на четвёртое июля,"['внеси', 'день', 'рождения', 'моего', 'брата', 'в', 'мой', 'календарь', 'на', 'четвёртое', 'июля']"
4767,ru-RU,train,напомни мне пойти за продуктами для вечеринки в воскресенье,"['напомни', 'мне', 'пойти', 'за', 'продуктами', 'для', 'вечеринки', 'в', 'воскресенье']"
4768,ru-RU,train,пожалуйста пригласи василия маркина и юрия на встречу в четверг в три часа дня,"['пожалуйста', 'пригласи', 'василия', 'маркина', 'и', 'юрия', 'на', 'встречу', 'в', 'четверг', 'в', 'три', 'часа', 'дня']"
4769,ru-RU,train,можешь создать событие в ночь на пятницу с аллой пугачёвой и киркоровым,"['можешь', 'создать', 'событие', 'в', 'ночь', 'на', 'пятницу', 'с', 'аллой', 'пугачёвой', 'и', 'киркоровым']"
4770,ru-RU,train,создай совещание для рассмотрения бюджета в четверг после обеда,"['создай', 'совещание', 'для', 'рассмотрения', 'бюджета', 'в', 'четверг', 'после', 'обеда']"
4771,ru-RU,train,добавь мою велотренировку в календарь на субботу в семь утра,"['добавь', 'мою', 'велотренировку', 'в', 'календарь', 'на', 'субботу', 'в', 'семь', 'утра']"
4772,ru-RU,train,не забыть встретиться с дашей сегодня в шесть вечера,"['не', 'забыть', 'встретиться', 'с', 'дашей', 'сегодня', 'в', 'шесть', 'вечера']"
4773,ru-RU,train,есть ли у меня какие-нибудь планы сегодня в восемь вечера,"['есть', 'ли', 'у', 'меня', 'какие-нибудь', 'планы', 'сегодня', 'в', 'восемь', 'вечера']"
4774,ru-RU,train,будет ли в понедельник городское собрание,"['будет', 'ли', 'в', 'понедельник', 'городское', 'собрание']"
4775,ru-RU,train,удали оплату за машину пятнадцатого числа из моего календаря,"['удали', 'оплату', 'за', 'машину', 'пятнадцатого', 'числа', 'из', 'моего', 'календаря']"
4776,ru-RU,train,удали мою встречу на двенадцатое из моего календаря,"['удали', 'мою', 'встречу', 'на', 'двенадцатое', 'из', 'моего', 'календаря']"
4777,ru-RU,train,что у меня на сегодня,"['что', 'у', 'меня', 'на', 'сегодня']"
4778,ru-RU,train,есть ли что то важное на сегодня,"['есть', 'ли', 'что', 'то', 'важное', 'на', 'сегодня']"
4779,ru-RU,train,можешь повторить это событие,"['можешь', 'повторить', 'это', 'событие']"
4780,ru-RU,train,отметь событие как ежемесячное,"['отметь', 'событие', 'как', 'ежемесячное']"
4781,ru-RU,train,установить событие для повторения каждую неделю,"['установить', 'событие', 'для', 'повторения', 'каждую', 'неделю']"
4782,ru-RU,train,установи повтор этого события в первый понедельник месяца,"['установи', 'повтор', 'этого', 'события', 'в', 'первый', 'понедельник', 'месяца']"
4783,ru-RU,train,напомни мне отправить презентацию сегодня в час дня,"['напомни', 'мне', 'отправить', 'презентацию', 'сегодня', 'в', 'час', 'дня']"
4784,ru-RU,train,установи напоминание сегодня на час дня чтобы отправить презентацию,"['установи', 'напоминание', 'сегодня', 'на', 'час', 'дня', 'чтобы', 'отправить', 'презентацию']"
4785,ru-RU,train,напомни мне отправить презентацию сегодня в час дня,"['напомни', 'мне', 'отправить', 'презентацию', 'сегодня', 'в', 'час', 'дня']"
4786,ru-RU,train,пожалуйста добавь обед с ириной в столовой в мой календарь,"['пожалуйста', 'добавь', 'обед', 'с', 'ириной', 'в', 'столовой', 'в', 'мой', 'календарь']"
4787,ru-RU,train,я хочу чтобы ты убрал свадьбу десятого в моём календаре,"['я', 'хочу', 'чтобы', 'ты', 'убрал', 'свадьбу', 'десятого', 'в', 'моём', 'календаре']"
4788,ru-RU,train,я больше не планирую быть на свадьбе десятого числа так что удали её из моего календаря.,"['я', 'больше', 'не', 'планирую', 'быть', 'на', 'свадьбе', 'десятого', 'числа', 'так', 'что', 'удали', 'её', 'из', 'моего', 'календаря.']"
4789,ru-RU,train,запланируй встречу на завтра,"['запланируй', 'встречу', 'на', 'завтра']"
4790,ru-RU,train,установи напоминание календаря на полдень озаглавив встреча за обедом,"['установи', 'напоминание', 'календаря', 'на', 'полдень', 'озаглавив', 'встреча', 'за', 'обедом']"
4791,ru-RU,train,приглашение в календарь на завтрак с инной в восемь утра,"['приглашение', 'в', 'календарь', 'на', 'завтрак', 'с', 'инной', 'в', 'восемь', 'утра']"
4792,ru-RU,train,поставь уведомление о моей встрече в двенадцать дня за пятнадцать минут до,"['поставь', 'уведомление', 'о', 'моей', 'встрече', 'в', 'двенадцать', 'дня', 'за', 'пятнадцать', 'минут', 'до']"
4793,ru-RU,train,что на эту дату,"['что', 'на', 'эту', 'дату']"
4794,ru-RU,train,расскажи мне о программе этого свидания,"['расскажи', 'мне', 'о', 'программе', 'этого', 'свидания']"
4795,ru-RU,train,удали вечеринку первого июня из моего календаря,"['удали', 'вечеринку', 'первого', 'июня', 'из', 'моего', 'календаря']"
4796,ru-RU,train,я больше не хочу присутствовать на ужине первого марта поэтому удали его из моего расписания,"['я', 'больше', 'не', 'хочу', 'присутствовать', 'на', 'ужине', 'первого', 'марта', 'поэтому', 'удали', 'его', 'из', 'моего', 'расписания']"
4797,ru-RU,train,найди ужин с мамой в моём календаре и удали его,"['найди', 'ужин', 'с', 'мамой', 'в', 'моём', 'календаре', 'и', 'удали', 'его']"
4798,ru-RU,train,удали заседание правления и переназначь на следующую среду,"['удали', 'заседание', 'правления', 'и', 'переназначь', 'на', 'следующую', 'среду']"
4799,ru-RU,train,удали все повторяющиеся встречи с персоналом,"['удали', 'все', 'повторяющиеся', 'встречи', 'с', 'персоналом']"
4800,ru-RU,train,поставить напоминание о совещании каждый понедельник в два часа дня,"['поставить', 'напоминание', 'о', 'совещании', 'каждый', 'понедельник', 'в', 'два', 'часа', 'дня']"
4801,ru-RU,train,свободно ли мое расписание сегодня в четыре дня,"['свободно', 'ли', 'мое', 'расписание', 'сегодня', 'в', 'четыре', 'дня']"
4802,ru-RU,train,запланирована ли у меня какая нибудь встреча сегодня,"['запланирована', 'ли', 'у', 'меня', 'какая', 'нибудь', 'встреча', 'сегодня']"
4803,ru-RU,train,есть ли у меня запись на два дня,"['есть', 'ли', 'у', 'меня', 'запись', 'на', 'два', 'дня']"
4804,ru-RU,train,добавь это событие с этими людьми,"['добавь', 'это', 'событие', 'с', 'этими', 'людьми']"
4805,ru-RU,train,сохрани это событие,"['сохрани', 'это', 'событие']"
4806,ru-RU,train,пожалуйста удали из календаря все помеченные записи,"['пожалуйста', 'удали', 'из', 'календаря', 'все', 'помеченные', 'записи']"
4807,ru-RU,train,пожалуйста начни сначала и удали все записи календаря,"['пожалуйста', 'начни', 'сначала', 'и', 'удали', 'все', 'записи', 'календаря']"
4808,ru-RU,train,напомни это через два дня,"['напомни', 'это', 'через', 'два', 'дня']"
4809,ru-RU,train,напомни мне через месяц,"['напомни', 'мне', 'через', 'месяц']"
4810,ru-RU,train,десять утра,"['десять', 'утра']"
4811,ru-RU,train,шесть утра,"['шесть', 'утра']"
4812,ru-RU,train,дай мне подробную информацию о предстоящем оскаре две тысячи семнадцатого года,"['дай', 'мне', 'подробную', 'информацию', 'о', 'предстоящем', 'оскаре', 'две', 'тысячи', 'семнадцатого', 'года']"
4813,ru-RU,train,я хочу узнать больше о предстоящих играх содружества,"['я', 'хочу', 'узнать', 'больше', 'о', 'предстоящих', 'играх', 'содружества']"
4814,ru-RU,train,olly играй беспечный ангел арии,"['olly', 'играй', 'беспечный', 'ангел', 'арии']"
4815,ru-RU,train,иван хочет встречаться по воскресеньям в одиннадцать можешь напоминать мне в субботу вечером еженедельно,"['иван', 'хочет', 'встречаться', 'по', 'воскресеньям', 'в', 'одиннадцать', 'можешь', 'напоминать', 'мне', 'в', 'субботу', 'вечером', 'еженедельно']"
4816,ru-RU,train,удали,['удали']
4817,ru-RU,train,удали,['удали']
4818,ru-RU,train,отметь пожалуйста дату первое февраля две тысячи семнадцатого и установи напоминание на пять вечера чтобы назначить встречу с василием николаевичем,"['отметь', 'пожалуйста', 'дату', 'первое', 'февраля', 'две', 'тысячи', 'семнадцатого', 'и', 'установи', 'напоминание', 'на', 'пять', 'вечера', 'чтобы', 'назначить', 'встречу', 'с', 'василием', 'николаевичем']"
4819,ru-RU,train,пожалуйста отправь мейл ивану петровичу с текстом я собираюсь встретиться с ним первого февраля две тысячи семнадцатого в пять часов вечера в его офисе,"['пожалуйста', 'отправь', 'мейл', 'ивану', 'петровичу', 'с', 'текстом', 'я', 'собираюсь', 'встретиться', 'с', 'ним', 'первого', 'февраля', 'две', 'тысячи', 'семнадцатого', 'в', 'пять', 'часов', 'вечера', 'в', 'его', 'офисе']"
4820,ru-RU,train,пожалуйста отправь голосовое сообщение господину иванову насчет встречи с ним первого февраля две тысячи семнадцатого года в семнадцать часов,"['пожалуйста', 'отправь', 'голосовое', 'сообщение', 'господину', 'иванову', 'насчет', 'встречи', 'с', 'ним', 'первого', 'февраля', 'две', 'тысячи', 'семнадцатого', 'года', 'в', 'семнадцать', 'часов']"
4821,ru-RU,train,пожалуйста предупреди меня за два часа до встречи в следующую субботу,"['пожалуйста', 'предупреди', 'меня', 'за', 'два', 'часа', 'до', 'встречи', 'в', 'следующую', 'субботу']"
4822,ru-RU,train,напомни мне во вторник в два часа дня о встрече с начальником в три часа дня,"['напомни', 'мне', 'во', 'вторник', 'в', 'два', 'часа', 'дня', 'о', 'встрече', 'с', 'начальником', 'в', 'три', 'часа', 'дня']"
4823,ru-RU,train,добавь встречу с сашей в два дня завтра,"['добавь', 'встречу', 'с', 'сашей', 'в', 'два', 'дня', 'завтра']"
4824,ru-RU,train,добавь день рождения светланы в календарь на субботу в десять вечера,"['добавь', 'день', 'рождения', 'светланы', 'в', 'календарь', 'на', 'субботу', 'в', 'десять', 'вечера']"
4825,ru-RU,train,у меня что-нибудь запланировано на завтра,"['у', 'меня', 'что-нибудь', 'запланировано', 'на', 'завтра']"
4826,ru-RU,train,в какой день недели мой день рождения в этом году,"['в', 'какой', 'день', 'недели', 'мой', 'день', 'рождения', 'в', 'этом', 'году']"
4827,ru-RU,train,какое мое следующее событие,"['какое', 'мое', 'следующее', 'событие']"
4828,ru-RU,train,что сегодня в календаре,"['что', 'сегодня', 'в', 'календаре']"
4829,ru-RU,train,создай напоминание пожелание с днём рождения на завтра в десять утра,"['создай', 'напоминание', 'пожелание', 'с', 'днём', 'рождения', 'на', 'завтра', 'в', 'десять', 'утра']"
4830,ru-RU,train,добавь напоминание поздравить друга завтра в десять утра,"['добавь', 'напоминание', 'поздравить', 'друга', 'завтра', 'в', 'десять', 'утра']"
4831,ru-RU,train,установи напоминание на завтра о встрече с виктором,"['установи', 'напоминание', 'на', 'завтра', 'о', 'встрече', 'с', 'виктором']"
4832,ru-RU,train,напомни мне о завтрашней вечеринке по случаю дня рождения моей сестры за час до ее начала,"['напомни', 'мне', 'о', 'завтрашней', 'вечеринке', 'по', 'случаю', 'дня', 'рождения', 'моей', 'сестры', 'за', 'час', 'до', 'ее', 'начала']"
4833,ru-RU,train,не дай мне забыть о записи пирата к ветеринару двадцать пятого,"['не', 'дай', 'мне', 'забыть', 'о', 'записи', 'пирата', 'к', 'ветеринару', 'двадцать', 'пятого']"
4834,ru-RU,train,почисти мой календарь,"['почисти', 'мой', 'календарь']"
4835,ru-RU,train,расскажи мне о моём расписании на следующий месяц,"['расскажи', 'мне', 'о', 'моём', 'расписании', 'на', 'следующий', 'месяц']"
4836,ru-RU,train,какие мероприятия запланированы на ближайшие две недели,"['какие', 'мероприятия', 'запланированы', 'на', 'ближайшие', 'две', 'недели']"
4837,ru-RU,train,можешь назначить встречу со мной,"['можешь', 'назначить', 'встречу', 'со', 'мной']"
4838,ru-RU,train,в этом месяце произойдет много важных событий запишите это,"['в', 'этом', 'месяце', 'произойдет', 'много', 'важных', 'событий', 'запишите', 'это']"
4839,ru-RU,train,запиши важное событие на этой неделе,"['запиши', 'важное', 'событие', 'на', 'этой', 'неделе']"
4840,ru-RU,train,можешь напомнить мне проверить одежду через час,"['можешь', 'напомнить', 'мне', 'проверить', 'одежду', 'через', 'час']"
4841,ru-RU,train,можешь установить таймер на десять минут,"['можешь', 'установить', 'таймер', 'на', 'десять', 'минут']"
4842,ru-RU,train,olly можешь напомнить мне вынести мусор во вторник,"['olly', 'можешь', 'напомнить', 'мне', 'вынести', 'мусор', 'во', 'вторник']"
4843,ru-RU,train,не дай мне забыть про завтрашнюю встречу с машей,"['не', 'дай', 'мне', 'забыть', 'про', 'завтрашнюю', 'встречу', 'с', 'машей']"
4844,ru-RU,train,напомни мне за час до моей следующей рабочей встречи,"['напомни', 'мне', 'за', 'час', 'до', 'моей', 'следующей', 'рабочей', 'встречи']"
4845,ru-RU,train,отношение,['отношение']
4846,ru-RU,train,ожидания,['ожидания']
4847,ru-RU,train,пожалуйста проверь и скажи мне о напоминании которое я создал сегодня,"['пожалуйста', 'проверь', 'и', 'скажи', 'мне', 'о', 'напоминании', 'которое', 'я', 'создал', 'сегодня']"
4848,ru-RU,train,сколько напоминаний на завтра,"['сколько', 'напоминаний', 'на', 'завтра']"
4849,ru-RU,train,есть ли у меня запись на два часа в следующую среду,"['есть', 'ли', 'у', 'меня', 'запись', 'на', 'два', 'часа', 'в', 'следующую', 'среду']"
4850,ru-RU,train,была ли моя встреча сегодня перенесена,"['была', 'ли', 'моя', 'встреча', 'сегодня', 'перенесена']"
4851,ru-RU,train,серёжина вечеринка в пятницу отменена,"['серёжина', 'вечеринка', 'в', 'пятницу', 'отменена']"
4852,ru-RU,train,напомни мне о дне рождения моего ребёнка,"['напомни', 'мне', 'о', 'дне', 'рождения', 'моего', 'ребёнка']"
4853,ru-RU,train,на следующей неделе напомни о собрании главных менеджеров,"['на', 'следующей', 'неделе', 'напомни', 'о', 'собрании', 'главных', 'менеджеров']"
4854,ru-RU,train,можешь записать меня на стрижку первого апреля на площади,"['можешь', 'записать', 'меня', 'на', 'стрижку', 'первого', 'апреля', 'на', 'площади']"
4855,ru-RU,train,напомни мне зайти в ближайший магазин во вторник,"['напомни', 'мне', 'зайти', 'в', 'ближайший', 'магазин', 'во', 'вторник']"
4856,ru-RU,train,сегодня понедельник не так ли,"['сегодня', 'понедельник', 'не', 'так', 'ли']"
4857,ru-RU,train,сегодня пятое марта не так ли,"['сегодня', 'пятое', 'марта', 'не', 'так', 'ли']"
4858,ru-RU,train,список событий следующего месяца,"['список', 'событий', 'следующего', 'месяца']"
4859,ru-RU,train,расскажи о событии следующего дня,"['расскажи', 'о', 'событии', 'следующего', 'дня']"
4860,ru-RU,train,пожалуйста отмени мою следующую стрижку,"['пожалуйста', 'отмени', 'мою', 'следующую', 'стрижку']"
4861,ru-RU,train,пожалуйста отмени приём на первое апреля,"['пожалуйста', 'отмени', 'приём', 'на', 'первое', 'апреля']"
4862,ru-RU,train,удали рестлинг из моего расписания на второе апреля,"['удали', 'рестлинг', 'из', 'моего', 'расписания', 'на', 'второе', 'апреля']"
4863,ru-RU,train,открой recurring,"['открой', 'recurring']"
4864,ru-RU,train,запиши это событие в мой календарь,"['запиши', 'это', 'событие', 'в', 'мой', 'календарь']"
4865,ru-RU,train,это важное событие пожалуйста пометь в моём календаре,"['это', 'важное', 'событие', 'пожалуйста', 'пометь', 'в', 'моём', 'календаре']"
4866,ru-RU,train,когда начнётся групповое собрание,"['когда', 'начнётся', 'групповое', 'собрание']"
4867,ru-RU,train,когда мой юбилей,"['когда', 'мой', 'юбилей']"
4868,ru-RU,train,сегодня пятое марта,"['сегодня', 'пятое', 'марта']"
4869,ru-RU,train,сегодня сашин день рождения,"['сегодня', 'сашин', 'день', 'рождения']"
4870,ru-RU,train,сегодня выходной,"['сегодня', 'выходной']"
4871,ru-RU,train,отмени мишину вечеринку,"['отмени', 'мишину', 'вечеринку']"
4872,ru-RU,train,перенеси вечеринку на четверг,"['перенеси', 'вечеринку', 'на', 'четверг']"
4873,ru-RU,train,как мне купить билеты на это,"['как', 'мне', 'купить', 'билеты', 'на', 'это']"
4874,ru-RU,train,когда у меня следующая встреча и к кому мне обратиться чтобы перенести,"['когда', 'у', 'меня', 'следующая', 'встреча', 'и', 'к', 'кому', 'мне', 'обратиться', 'чтобы', 'перенести']"
4875,ru-RU,train,пожалуйста напомни мне снять кофе с плиты через десять минут,"['пожалуйста', 'напомни', 'мне', 'снять', 'кофе', 'с', 'плиты', 'через', 'десять', 'минут']"
4876,ru-RU,train,напомни мне за тридцать минут до встречи в три часа дня завтра,"['напомни', 'мне', 'за', 'тридцать', 'минут', 'до', 'встречи', 'в', 'три', 'часа', 'дня', 'завтра']"
4877,ru-RU,train,я закончил это один раз,"['я', 'закончил', 'это', 'один', 'раз']"
4878,ru-RU,train,какие встречи у меня на этой неделе,"['какие', 'встречи', 'у', 'меня', 'на', 'этой', 'неделе']"
4879,ru-RU,train,подними мой план,"['подними', 'мой', 'план']"
4880,ru-RU,train,подтверди что я иду на день рожденья светы двенадцатого числа,"['подтверди', 'что', 'я', 'иду', 'на', 'день', 'рожденья', 'светы', 'двенадцатого', 'числа']"
4881,ru-RU,train,пометь день рождения лены на двенадцатое,"['пометь', 'день', 'рождения', 'лены', 'на', 'двенадцатое']"
4882,ru-RU,train,вечеринка в честь дня рождения марка сараса двенадцатого,"['вечеринка', 'в', 'честь', 'дня', 'рождения', 'марка', 'сараса', 'двенадцатого']"
4883,ru-RU,train,запиши меня на день рождения лены на двенадцатое,"['запиши', 'меня', 'на', 'день', 'рождения', 'лены', 'на', 'двенадцатое']"
4884,ru-RU,train,что у меня на повестке,"['что', 'у', 'меня', 'на', 'повестке']"
4885,ru-RU,train,сообщите мне о вечерней встрече за пять минут до нее,"['сообщите', 'мне', 'о', 'вечерней', 'встрече', 'за', 'пять', 'минут', 'до', 'нее']"
4886,ru-RU,train,напоминай мне о днях рождения моих друзей на facebook,"['напоминай', 'мне', 'о', 'днях', 'рождения', 'моих', 'друзей', 'на', 'facebook']"
4887,ru-RU,train,напомни мне заранее о моей годовщине,"['напомни', 'мне', 'заранее', 'о', 'моей', 'годовщине']"
4888,ru-RU,train,покажи мне список запланированных встреч,"['покажи', 'мне', 'список', 'запланированных', 'встреч']"
4889,ru-RU,train,покажи мне список друзей у которых вчера был день рождения и я их не поздравил,"['покажи', 'мне', 'список', 'друзей', 'у', 'которых', 'вчера', 'был', 'день', 'рождения', 'и', 'я', 'их', 'не', 'поздравил']"
4890,ru-RU,train,установи будильник на семь утра для работы,"['установи', 'будильник', 'на', 'семь', 'утра', 'для', 'работы']"
4891,ru-RU,train,какие события у меня сегодня запланированы,"['какие', 'события', 'у', 'меня', 'сегодня', 'запланированы']"
4892,ru-RU,train,во сколько у меня встречи сегодня,"['во', 'сколько', 'у', 'меня', 'встречи', 'сегодня']"
4893,ru-RU,train,насколько загружен мой график сегодня,"['насколько', 'загружен', 'мой', 'график', 'сегодня']"
4894,ru-RU,train,удали мою встречу в час тридцать,"['удали', 'мою', 'встречу', 'в', 'час', 'тридцать']"
4895,ru-RU,train,удали мою запись к стоматологу,"['удали', 'мою', 'запись', 'к', 'стоматологу']"
4896,ru-RU,train,удали все предстоящие занятия йогой,"['удали', 'все', 'предстоящие', 'занятия', 'йогой']"
4897,ru-RU,train,напомни мне заранее о следующей встрече,"['напомни', 'мне', 'заранее', 'о', 'следующей', 'встрече']"
4898,ru-RU,train,предупреди меня о дне рождения жены заранее,"['предупреди', 'меня', 'о', 'дне', 'рождения', 'жены', 'заранее']"
