,locale,partition,utt,tokens
2588,sl-SL,train,predvajaj naslednji komad na traku,"['predvajaj', 'naslednji', 'komad', 'na', 'traku']"
2589,sl-SL,train,predvajaj prvo pesem na naslednjem albumu,"['predvajaj', 'prvo', 'pesem', 'na', 'naslednjem', 'albumu']"
2590,sl-SL,train,predvajaj mojo prvo najljubšo pesem v načinu ponavljaj,"['predvajaj', 'mojo', 'prvo', 'najljubšo', 'pesem', 'v', 'načinu', 'ponavljaj']"
2591,sl-SL,train,prosim da upoštevaš trenutno pesem kot odlično,"['prosim', 'da', 'upoštevaš', 'trenutno', 'pesem', 'kot', 'odlično']"
2592,sl-SL,train,trenutni komad z oceno tri zvezdice,"['trenutni', 'komad', 'z', 'oceno', 'tri', 'zvezdice']"
2593,sl-SL,train,najnovejše novice o avtih,"['najnovejše', 'novice', 'o', 'avtih']"
2594,sl-SL,train,naštej trenutne avtomobilske zgodbe,"['naštej', 'trenutne', 'avtomobilske', 'zgodbe']"
2595,sl-SL,train,olly kaj je to kar se pravkar predvaja,"['olly', 'kaj', 'je', 'to', 'kar', 'se', 'pravkar', 'predvaja']"
2596,sl-SL,train,povej mi katera je pesem ki se trenutno predvaja,"['povej', 'mi', 'katera', 'je', 'pesem', 'ki', 'se', 'trenutno', 'predvaja']"
2597,sl-SL,train,rad bi izbrisal alarm za cerkev ob nedeljah ob enajstih dopoldne,"['rad', 'bi', 'izbrisal', 'alarm', 'za', 'cerkev', 'ob', 'nedeljah', 'ob', 'enajstih', 'dopoldne']"
2598,sl-SL,train,ne rabim več dnevnega alarma ob petih popoldne,"['ne', 'rabim', 'več', 'dnevnega', 'alarma', 'ob', 'petih', 'popoldne']"
2599,sl-SL,train,rad bi slišal kakšen rap,"['rad', 'bi', 'slišal', 'kakšen', 'rap']"
2600,sl-SL,train,vključi malo rap glasbe,"['vključi', 'malo', 'rap', 'glasbe']"
2601,sl-SL,train,ugasni luči,"['ugasni', 'luči']"
2602,sl-SL,train,ali lahko poiščeš kitajsko hrano za s sabo tukaj v bližini,"['ali', 'lahko', 'poiščeš', 'kitajsko', 'hrano', 'za', 's', 'sabo', 'tukaj', 'v', 'bližini']"
2603,sl-SL,train,utišaj avdio,"['utišaj', 'avdio']"
2604,sl-SL,train,naj roomba začne čistiti,"['naj', 'roomba', 'začne', 'čistiti']"
2605,sl-SL,train,naroči mi pico,"['naroči', 'mi', 'pico']"
2606,sl-SL,train,naroči rebra za večerjo,"['naroči', 'rebra', 'za', 'večerjo']"
2607,sl-SL,train,katero vrsto glasbe imam jaz rad,"['katero', 'vrsto', 'glasbe', 'imam', 'jaz', 'rad']"
2608,sl-SL,train,katere so moje najljubše vrste glasbe,"['katere', 'so', 'moje', 'najljubše', 'vrste', 'glasbe']"
2609,sl-SL,train,kaj se ta trenutek dogaja v svetu,"['kaj', 'se', 'ta', 'trenutek', 'dogaja', 'v', 'svetu']"
2610,sl-SL,train,daj mi povzetek najnovejših novic po svetu,"['daj', 'mi', 'povzetek', 'najnovejših', 'novic', 'po', 'svetu']"
2611,sl-SL,train,kaj je novega pri najnovejših dogodkih ki se dogajajo trenutno,"['kaj', 'je', 'novega', 'pri', 'najnovejših', 'dogodkih', 'ki', 'se', 'dogajajo', 'trenutno']"
2612,sl-SL,train,prosim povej mi kateri datum je in uro,"['prosim', 'povej', 'mi', 'kateri', 'datum', 'je', 'in', 'uro']"
2613,sl-SL,train,izklopi zvok prosim,"['izklopi', 'zvok', 'prosim']"
2614,sl-SL,train,utišaj zvočnike prosim,"['utišaj', 'zvočnike', 'prosim']"
2615,sl-SL,train,želim slišati vic o mami,"['želim', 'slišati', 'vic', 'o', 'mami']"
2616,sl-SL,train,bo jutri sončno,"['bo', 'jutri', 'sončno']"
2617,sl-SL,train,ali bo deževalo ta teden,"['ali', 'bo', 'deževalo', 'ta', 'teden']"
2618,sl-SL,train,ali bo kaj snega v torek,"['ali', 'bo', 'kaj', 'snega', 'v', 'torek']"
2619,sl-SL,train,predvajaj vse moje najljubše latino pesmi,"['predvajaj', 'vse', 'moje', 'najljubše', 'latino', 'pesmi']"
2620,sl-SL,train,zaženi roomba sesalec,"['zaženi', 'roomba', 'sesalec']"
2621,sl-SL,train,naj roomba očisti,"['naj', 'roomba', 'očisti']"
2622,sl-SL,train,mi daš novice iz slovenia times,"['mi', 'daš', 'novice', 'iz', 'slovenia', 'times']"
2623,sl-SL,train,preberi mi naslove iz posavskega obzornika,"['preberi', 'mi', 'naslove', 'iz', 'posavskega', 'obzornika']"
2624,sl-SL,train,ali je alarm za zadnja vrata nastavljen in pripravljen,"['ali', 'je', 'alarm', 'za', 'zadnja', 'vrata', 'nastavljen', 'in', 'pripravljen']"
2625,sl-SL,train,prosim prižgi malo luč,"['prosim', 'prižgi', 'malo', 'luč']"
2626,sl-SL,train,prosim prižgi luči na osem,"['prosim', 'prižgi', 'luči', 'na', 'osem']"
2627,sl-SL,train,kateri čas je pravi,"['kateri', 'čas', 'je', 'pravi']"
2628,sl-SL,train,lahko izvem koliko je ura,"['lahko', 'izvem', 'koliko', 'je', 'ura']"
2629,sl-SL,train,vklopi wemo vtičnico,"['vklopi', 'wemo', 'vtičnico']"
2630,sl-SL,train,kakšno je trenutno vreme v postojni,"['kakšno', 'je', 'trenutno', 'vreme', 'v', 'postojni']"
2631,sl-SL,train,kakšno je vreme v ljubljani,"['kakšno', 'je', 'vreme', 'v', 'ljubljani']"
2632,sl-SL,train,nastavi hišne luči na roza,"['nastavi', 'hišne', 'luči', 'na', 'roza']"
2633,sl-SL,train,rad bi da so luči na hiši roza barve,"['rad', 'bi', 'da', 'so', 'luči', 'na', 'hiši', 'roza', 'barve']"
2634,sl-SL,train,kateri alarmi so trenutno nastavljeni,"['kateri', 'alarmi', 'so', 'trenutno', 'nastavljeni']"
2635,sl-SL,train,pokliči kitajsko restavracijo dva zmaja,"['pokliči', 'kitajsko', 'restavracijo', 'dva', 'zmaja']"
2636,sl-SL,train,prosim pokliči restavracijo han in naroči številko sedem,"['prosim', 'pokliči', 'restavracijo', 'han', 'in', 'naroči', 'številko', 'sedem']"
2637,sl-SL,train,najdi mi glasbo iz osemdesetih,"['najdi', 'mi', 'glasbo', 'iz', 'osemdesetih']"
2638,sl-SL,train,želim poslušati trenutne plesne uspešnice,"['želim', 'poslušati', 'trenutne', 'plesne', 'uspešnice']"
2639,sl-SL,train,pojdi nazaj,"['pojdi', 'nazaj']"
2640,sl-SL,train,takoj utišaj,"['takoj', 'utišaj']"
2641,sl-SL,train,prosim utišaj glasnost,"['prosim', 'utišaj', 'glasnost']"
2642,sl-SL,train,temno je,"['temno', 'je']"
2643,sl-SL,train,kakšno bo vreme v kranjski gori šestnajstega marca,"['kakšno', 'bo', 'vreme', 'v', 'kranjski', 'gori', 'šestnajstega', 'marca']"
2644,sl-SL,train,ali bo deževalo petnajstega avgusta,"['ali', 'bo', 'deževalo', 'petnajstega', 'avgusta']"
2645,sl-SL,train,prosim vklopi glasbeni predvajalnik,"['prosim', 'vklopi', 'glasbeni', 'predvajalnik']"
2646,sl-SL,train,poslušajmo seznam predvajanja,"['poslušajmo', 'seznam', 'predvajanja']"
2647,sl-SL,train,predvajaj satelitski glasbeni vir,"['predvajaj', 'satelitski', 'glasbeni', 'vir']"
2648,sl-SL,train,odstrani alarm za sredo z imenom nogomet,"['odstrani', 'alarm', 'za', 'sredo', 'z', 'imenom', 'nogomet']"
2649,sl-SL,train,kickball je konec ne potrebujem več alarm za kickball v sredo zvečer,"['kickball', 'je', 'konec', 'ne', 'potrebujem', 'več', 'alarm', 'za', 'kickball', 'v', 'sredo', 'zvečer']"
2650,sl-SL,train,prosim začni z glasbenim seznamom pankrti in novice,"['prosim', 'začni', 'z', 'glasbenim', 'seznamom', 'pankrti', 'in', 'novice']"
2651,sl-SL,train,želim predvajati rock komade janeza bončine,"['želim', 'predvajati', 'rock', 'komade', 'janeza', 'bončine']"
2652,sl-SL,train,želim poslušati narodno zabavne pesmi iz tisoč devetsto osem in šestdeset,"['želim', 'poslušati', 'narodno', 'zabavne', 'pesmi', 'iz', 'tisoč', 'devetsto', 'osem', 'in', 'šestdeset']"
2653,sl-SL,train,predvajaj mojo najljubšo glasbo,"['predvajaj', 'mojo', 'najljubšo', 'glasbo']"
2654,sl-SL,train,ugasni luči v dnevni sobi,"['ugasni', 'luči', 'v', 'dnevni', 'sobi']"
2655,sl-SL,train,prosim zapiši poleg pesmi dobra melodija,"['prosim', 'zapiši', 'poleg', 'pesmi', 'dobra', 'melodija']"
2656,sl-SL,train,kaj so najnovejše lokalne novice,"['kaj', 'so', 'najnovejše', 'lokalne', 'novice']"
2657,sl-SL,train,preberi mi naslove mednarodnih novic,"['preberi', 'mi', 'naslove', 'mednarodnih', 'novic']"
2658,sl-SL,train,želim poslušati največje hite beatles,"['želim', 'poslušati', 'največje', 'hite', 'beatles']"
2659,sl-SL,train,kaj se dogaja s predsednikom pahorjem,"['kaj', 'se', 'dogaja', 's', 'predsednikom', 'pahorjem']"
2660,sl-SL,train,uživam v glasbi,"['uživam', 'v', 'glasbi']"
2661,sl-SL,train,predvajaj katerokoli glasbo tega desetletja,"['predvajaj', 'katerokoli', 'glasbo', 'tega', 'desetletja']"
2662,sl-SL,train,moram vedeti kateri datum je danes,"['moram', 'vedeti', 'kateri', 'datum', 'je', 'danes']"
2663,sl-SL,train,predvajaj moj glasbeni seznam country glasba,"['predvajaj', 'moj', 'glasbeni', 'seznam', 'country', 'glasba']"
2664,sl-SL,train,po tej pesmi predvajaj elektronsko glasbo,"['po', 'tej', 'pesmi', 'predvajaj', 'elektronsko', 'glasbo']"
2665,sl-SL,train,po tem komadu predvajaj moj spisek narodno zabavnih komadov,"['po', 'tem', 'komadu', 'predvajaj', 'moj', 'spisek', 'narodno', 'zabavnih', 'komadov']"
2666,sl-SL,train,koliko snega je od včeraj zapadlo na pohorju,"['koliko', 'snega', 'je', 'od', 'včeraj', 'zapadlo', 'na', 'pohorju']"
2667,sl-SL,train,kašna je trenutna napoved za ljubljano,"['kašna', 'je', 'trenutna', 'napoved', 'za', 'ljubljano']"
2668,sl-SL,train,zaigraj mi od taylor swift najnovejšo pesem,"['zaigraj', 'mi', 'od', 'taylor', 'swift', 'najnovejšo', 'pesem']"
2669,sl-SL,train,lahko predvajaš nuša derenda,"['lahko', 'predvajaš', 'nuša', 'derenda']"
2670,sl-SL,train,skuhaj lonček kave,"['skuhaj', 'lonček', 'kave']"
2671,sl-SL,train,pokaži mi vse moje aktivne alarme,"['pokaži', 'mi', 'vse', 'moje', 'aktivne', 'alarme']"
2672,sl-SL,train,pokaži mi nastavljene alarme,"['pokaži', 'mi', 'nastavljene', 'alarme']"
2673,sl-SL,train,ali je mrzlo zunaj,"['ali', 'je', 'mrzlo', 'zunaj']"
2674,sl-SL,train,predvajaj vlada kreslina,"['predvajaj', 'vlada', 'kreslina']"
2675,sl-SL,train,poišči vse naslove od jan plestenjak in predvajaj,"['poišči', 'vse', 'naslove', 'od', 'jan', 'plestenjak', 'in', 'predvajaj']"
2676,sl-SL,train,lahko shraniš ta komad v moje priljubljene,"['lahko', 'shraniš', 'ta', 'komad', 'v', 'moje', 'priljubljene']"
2677,sl-SL,train,kdaj pada noč čarovnic letos,"['kdaj', 'pada', 'noč', 'čarovnic', 'letos']"
2678,sl-SL,train,kateri dan je dvajseti tega meseca,"['kateri', 'dan', 'je', 'dvajseti', 'tega', 'meseca']"
2679,sl-SL,train,nasmej me želim slišati vic,"['nasmej', 'me', 'želim', 'slišati', 'vic']"
2680,sl-SL,train,kakšne so zadnje novice o janši,"['kakšne', 'so', 'zadnje', 'novice', 'o', 'janši']"
2681,sl-SL,train,kaj so glavne novice zdaj,"['kaj', 'so', 'glavne', 'novice', 'zdaj']"
2682,sl-SL,train,nastavi mi alarm,"['nastavi', 'mi', 'alarm']"
2683,sl-SL,train,ali lahko nastaviš alarm prosim,"['ali', 'lahko', 'nastaviš', 'alarm', 'prosim']"
2684,sl-SL,train,lahko naročim ocvrto ribo za s seboj,"['lahko', 'naročim', 'ocvrto', 'ribo', 'za', 's', 'seboj']"
2685,sl-SL,train,kje je picerija ki nudi hrano za s sabo,"['kje', 'je', 'picerija', 'ki', 'nudi', 'hrano', 'za', 's', 'sabo']"
2686,sl-SL,train,naslednjo predvajaj rad bi bil metulj od skupine šank rock,"['naslednjo', 'predvajaj', 'rad', 'bi', 'bil', 'metulj', 'od', 'skupine', 'šank', 'rock']"
2687,sl-SL,train,nastavi alarm ob devetih zvečer,"['nastavi', 'alarm', 'ob', 'devetih', 'zvečer']"
2688,sl-SL,train,koliko je ura v kaliforniji,"['koliko', 'je', 'ura', 'v', 'kaliforniji']"
2689,sl-SL,train,koliko ur pred nami je mesto new york,"['koliko', 'ur', 'pred', 'nami', 'je', 'mesto', 'new', 'york']"
2690,sl-SL,train,spremeni moje alarme na srednjeevropski čas,"['spremeni', 'moje', 'alarme', 'na', 'srednjeevropski', 'čas']"
2691,sl-SL,train,pokaži mi napoved,"['pokaži', 'mi', 'napoved']"
2692,sl-SL,train,odpri vremensko aplikacijo,"['odpri', 'vremensko', 'aplikacijo']"
2693,sl-SL,train,ali je danes kakšen alarm,"['ali', 'je', 'danes', 'kakšen', 'alarm']"
2694,sl-SL,train,koliko alarmov je nastavljenih,"['koliko', 'alarmov', 'je', 'nastavljenih']"
2695,sl-SL,train,pokaži mi seznam alarmov,"['pokaži', 'mi', 'seznam', 'alarmov']"
2696,sl-SL,train,dodaj to pesem v moj katalog,"['dodaj', 'to', 'pesem', 'v', 'moj', 'katalog']"
2697,sl-SL,train,pop,['pop']
2698,sl-SL,train,oli kakšno je trenutno vreme,"['oli', 'kakšno', 'je', 'trenutno', 'vreme']"
2699,sl-SL,train,podaj mi najnovejšo statistiko priljubljenosti janeza janše,"['podaj', 'mi', 'najnovejšo', 'statistiko', 'priljubljenosti', 'janeza', 'janše']"
2700,sl-SL,train,prosim zbudi me ob osmih zjutraj,"['prosim', 'zbudi', 'me', 'ob', 'osmih', 'zjutraj']"
2701,sl-SL,train,nastavi alarm ob osmih zjutraj,"['nastavi', 'alarm', 'ob', 'osmih', 'zjutraj']"
2702,sl-SL,train,opozori me ob osmih zjutraj,"['opozori', 'me', 'ob', 'osmih', 'zjutraj']"
2703,sl-SL,train,kakšno je vreme v ljubljani,"['kakšno', 'je', 'vreme', 'v', 'ljubljani']"
2704,sl-SL,train,kako vroče je zunaj zdaj sem v portorožu,"['kako', 'vroče', 'je', 'zunaj', 'zdaj', 'sem', 'v', 'portorožu']"
2705,sl-SL,train,prosim prižgi moj spotifyev seznam predvajanja,"['prosim', 'prižgi', 'moj', 'spotifyev', 'seznam', 'predvajanja']"
2706,sl-SL,train,ustavi,['ustavi']
2707,sl-SL,train,prosim bodi tiho,"['prosim', 'bodi', 'tiho']"
2708,sl-SL,train,prosim nastavi alarm ob šestih zjutraj,"['prosim', 'nastavi', 'alarm', 'ob', 'šestih', 'zjutraj']"
2709,sl-SL,train,lahko prosim nastaviš alarm ob šestih zjutraj,"['lahko', 'prosim', 'nastaviš', 'alarm', 'ob', 'šestih', 'zjutraj']"
2710,sl-SL,train,pop t. v.,"['pop', 't.', 'v.']"
2711,sl-SL,train,pop t.v.,"['pop', 't.v.']"
2712,sl-SL,train,lahko ugasneš luči,"['lahko', 'ugasneš', 'luči']"
2713,sl-SL,train,na kateri dan v tednu pade noč čarovnic,"['na', 'kateri', 'dan', 'v', 'tednu', 'pade', 'noč', 'čarovnic']"
2714,sl-SL,train,novice iz mojega kraja,"['novice', 'iz', 'mojega', 'kraja']"
2715,sl-SL,train,alexa kaj se dogaja danes,"['alexa', 'kaj', 'se', 'dogaja', 'danes']"
2716,sl-SL,train,kaj se danes dogaja,"['kaj', 'se', 'danes', 'dogaja']"
2717,sl-SL,train,kaj se je zgodilo včeraj na eni žlahtni štoriji,"['kaj', 'se', 'je', 'zgodilo', 'včeraj', 'na', 'eni', 'žlahtni', 'štoriji']"
2718,sl-SL,train,predvajaj rap,"['predvajaj', 'rap']"
2719,sl-SL,train,osvetli luči v dnevni sobi,"['osvetli', 'luči', 'v', 'dnevni', 'sobi']"
2720,sl-SL,train,dvigni luči v dnevni sobi na pol,"['dvigni', 'luči', 'v', 'dnevni', 'sobi', 'na', 'pol']"
2721,sl-SL,train,nastavi luči na najvišjo svetlost,"['nastavi', 'luči', 'na', 'najvišjo', 'svetlost']"
2722,sl-SL,train,vklopi mešanje,"['vklopi', 'mešanje']"
2723,sl-SL,train,zatemni luči,"['zatemni', 'luči']"
2724,sl-SL,train,prosim zatemni luči,"['prosim', 'zatemni', 'luči']"
2725,sl-SL,train,zaženi mi sesalec,"['zaženi', 'mi', 'sesalec']"
2726,sl-SL,train,odstrani vse moje alarme,"['odstrani', 'vse', 'moje', 'alarme']"
2727,sl-SL,train,odstrani mojo budilko,"['odstrani', 'mojo', 'budilko']"
2728,sl-SL,train,siri odstrani mojo budilko,"['siri', 'odstrani', 'mojo', 'budilko']"
2729,sl-SL,train,siri izbriši moje trenutne alarme,"['siri', 'izbriši', 'moje', 'trenutne', 'alarme']"
2730,sl-SL,train,kdaj so naslednje počitnice,"['kdaj', 'so', 'naslednje', 'počitnice']"
2731,sl-SL,train,koliko dni je v tem mescu,"['koliko', 'dni', 'je', 'v', 'tem', 'mescu']"
2732,sl-SL,train,posodobljene novice,"['posodobljene', 'novice']"
2733,sl-SL,train,izključi,['izključi']
2734,sl-SL,train,naredi luč rdečo,"['naredi', 'luč', 'rdečo']"
2735,sl-SL,train,obarvaj luči rdeče,"['obarvaj', 'luči', 'rdeče']"
2736,sl-SL,train,igraj alternativo iz devetdesetih,"['igraj', 'alternativo', 'iz', 'devetdesetih']"
2737,sl-SL,train,alexa predvajaj pelji me kjer sem doma,"['alexa', 'predvajaj', 'pelji', 'me', 'kjer', 'sem', 'doma']"
2738,sl-SL,train,kateri so današnji kantri hiti,"['kateri', 'so', 'današnji', 'kantri', 'hiti']"
2739,sl-SL,train,bela,['bela']
2740,sl-SL,train,zelena luč,"['zelena', 'luč']"
2741,sl-SL,train,pesek,['pesek']
2742,sl-SL,train,naroči pico iz picikate,"['naroči', 'pico', 'iz', 'picikate']"
2743,sl-SL,train,kje lahko naročim pico za dostavo,"['kje', 'lahko', 'naročim', 'pico', 'za', 'dostavo']"
2744,sl-SL,train,predvajaj jesen u meni od parni valjak,"['predvajaj', 'jesen', 'u', 'meni', 'od', 'parni', 'valjak']"
2745,sl-SL,train,prosim vklopi sesalnik,"['prosim', 'vklopi', 'sesalnik']"
2746,sl-SL,train,začni sesati zdaj prosim,"['začni', 'sesati', 'zdaj', 'prosim']"
2747,sl-SL,train,za koga je ta pesem,"['za', 'koga', 'je', 'ta', 'pesem']"
2748,sl-SL,train,ali gostilna kmetec ima dostavo,"['ali', 'gostilna', 'kmetec', 'ima', 'dostavo']"
2749,sl-SL,train,poglej ali foculus ima dostavo,"['poglej', 'ali', 'foculus', 'ima', 'dostavo']"
2750,sl-SL,train,prosim povej mi šalo,"['prosim', 'povej', 'mi', 'šalo']"
2751,sl-SL,train,ali sneži trenutno,"['ali', 'sneži', 'trenutno']"
2752,sl-SL,train,ali je zunaj toplo,"['ali', 'je', 'zunaj', 'toplo']"
2753,sl-SL,train,ali je ta trenutek sončno zunaj,"['ali', 'je', 'ta', 'trenutek', 'sončno', 'zunaj']"
2754,sl-SL,train,igraj kako se počutiš,"['igraj', 'kako', 'se', 'počutiš']"
2755,sl-SL,train,predvajaj superstar,"['predvajaj', 'superstar']"
2756,sl-SL,train,lahko predvajaš emo glasbo prosim,"['lahko', 'predvajaš', 'emo', 'glasbo', 'prosim']"
2757,sl-SL,train,res imam rad rock and roll,"['res', 'imam', 'rad', 'rock', 'and', 'roll']"
2758,sl-SL,train,ugasni luči v dnevni sobi,"['ugasni', 'luči', 'v', 'dnevni', 'sobi']"
2759,sl-SL,train,prosim spremeni barvo luči povedal ti bom kdaj prenehaj,"['prosim', 'spremeni', 'barvo', 'luči', 'povedal', 'ti', 'bom', 'kdaj', 'prenehaj']"
2760,sl-SL,train,ali ta restavracija ima dostavo,"['ali', 'ta', 'restavracija', 'ima', 'dostavo']"
2761,sl-SL,train,mi bodo dostavili,"['mi', 'bodo', 'dostavili']"
2762,sl-SL,train,ali ima ta restavracija hrano za s seboj,"['ali', 'ima', 'ta', 'restavracija', 'hrano', 'za', 's', 'seboj']"
2763,sl-SL,train,mi lahko poveš čas v ljubljani,"['mi', 'lahko', 'poveš', 'čas', 'v', 'ljubljani']"
2764,sl-SL,train,ali veš kateri dan je danes,"['ali', 'veš', 'kateri', 'dan', 'je', 'danes']"
2765,sl-SL,train,prosim povej mi današnji datum,"['prosim', 'povej', 'mi', 'današnji', 'datum']"
2766,sl-SL,train,trenutni čas,"['trenutni', 'čas']"
2767,sl-SL,train,povišaj glasnost prosim,"['povišaj', 'glasnost', 'prosim']"
2768,sl-SL,train,znižaj glasnost prosim,"['znižaj', 'glasnost', 'prosim']"
2769,sl-SL,train,lahko to utišaš,"['lahko', 'to', 'utišaš']"
2770,sl-SL,train,prosim zaženi moj robotski sesalec,"['prosim', 'zaženi', 'moj', 'robotski', 'sesalec']"
2771,sl-SL,train,aktiviraj robotski sesalnik,"['aktiviraj', 'robotski', 'sesalnik']"
2772,sl-SL,train,ugasni luči v moji spalnici,"['ugasni', 'luči', 'v', 'moji', 'spalnici']"
2773,sl-SL,train,ugasni luči v dnevni sobi,"['ugasni', 'luči', 'v', 'dnevni', 'sobi']"
2774,sl-SL,train,kdaj je moj alarm nastavljen za jutri zjutraj,"['kdaj', 'je', 'moj', 'alarm', 'nastavljen', 'za', 'jutri', 'zjutraj']"
2775,sl-SL,train,moram nastaviti alarm za jutri opoldne da me opozori da vzamem zdravila,"['moram', 'nastaviti', 'alarm', 'za', 'jutri', 'opoldne', 'da', 'me', 'opozori', 'da', 'vzamem', 'zdravila']"
2776,sl-SL,train,prosim ugasni luči v kuhinji,"['prosim', 'ugasni', 'luči', 'v', 'kuhinji']"
2777,sl-SL,train,ali lahko zavreš vodo v grelniku,"['ali', 'lahko', 'zavreš', 'vodo', 'v', 'grelniku']"
2778,sl-SL,train,dobra glasba,"['dobra', 'glasba']"
2779,sl-SL,train,predvajaj moj seznam predvajanja najboljših dvajset,"['predvajaj', 'moj', 'seznam', 'predvajanja', 'najboljših', 'dvajset']"
2780,sl-SL,train,želim glasnost na mojih zvočnikih,"['želim', 'glasnost', 'na', 'mojih', 'zvočnikih']"
2781,sl-SL,train,prosim izklopi zvočnike za minutko moram poklicat,"['prosim', 'izklopi', 'zvočnike', 'za', 'minutko', 'moram', 'poklicat']"
2782,sl-SL,train,ali je bilo vetrovno včeraj,"['ali', 'je', 'bilo', 'vetrovno', 'včeraj']"
2783,sl-SL,train,prosim nastavi alarm ob osmih zjutraj,"['prosim', 'nastavi', 'alarm', 'ob', 'osmih', 'zjutraj']"
2784,sl-SL,train,rabim alarm ob osmih dopoldne,"['rabim', 'alarm', 'ob', 'osmih', 'dopoldne']"
2785,sl-SL,train,kaj se danes dogaja,"['kaj', 'se', 'danes', 'dogaja']"
2786,sl-SL,train,zadnji časopisni naslov,"['zadnji', 'časopisni', 'naslov']"
2787,sl-SL,train,samo da preverim ali si nastavil alarm ob osmih,"['samo', 'da', 'preverim', 'ali', 'si', 'nastavil', 'alarm', 'ob', 'osmih']"
2788,sl-SL,train,politične novice,"['politične', 'novice']"
2789,sl-SL,train,kaj se je zgodilo včeraj,"['kaj', 'se', 'je', 'zgodilo', 'včeraj']"
2790,sl-SL,train,najnovejše svetovne novice,"['najnovejše', 'svetovne', 'novice']"
2791,sl-SL,train,kaj to poslušamo,"['kaj', 'to', 'poslušamo']"
2792,sl-SL,train,ali bo deževalo naslednjih pet dni v kopru,"['ali', 'bo', 'deževalo', 'naslednjih', 'pet', 'dni', 'v', 'kopru']"
2793,sl-SL,train,kakšna bo jutri najvišja temperatura v kopru,"['kakšna', 'bo', 'jutri', 'najvišja', 'temperatura', 'v', 'kopru']"
2794,sl-SL,train,kateri alarmi so nastavljeni v telefonu,"['kateri', 'alarmi', 'so', 'nastavljeni', 'v', 'telefonu']"
2795,sl-SL,train,ali imam alarm ob štirih ponoči,"['ali', 'imam', 'alarm', 'ob', 'štirih', 'ponoči']"
2796,sl-SL,train,prosim izklopi mojo pametno vtičnico,"['prosim', 'izklopi', 'mojo', 'pametno', 'vtičnico']"
2797,sl-SL,train,vklopi mojo pametno vtičnico,"['vklopi', 'mojo', 'pametno', 'vtičnico']"
2798,sl-SL,train,pretvori trenutni čas iz indijskega v vzhodni standardni čas,"['pretvori', 'trenutni', 'čas', 'iz', 'indijskega', 'v', 'vzhodni', 'standardni', 'čas']"
2799,sl-SL,train,nisem slišal nobenega magnifica prosim dodaj njegovih prvih sedem albumov,"['nisem', 'slišal', 'nobenega', 'magnifica', 'prosim', 'dodaj', 'njegovih', 'prvih', 'sedem', 'albumov']"
2800,sl-SL,train,prosim naroči me na najnovejše prelomne slovenske novice,"['prosim', 'naroči', 'me', 'na', 'najnovejše', 'prelomne', 'slovenske', 'novice']"
2801,sl-SL,train,kateri čas za alarm imaš nastavljen,"['kateri', 'čas', 'za', 'alarm', 'imaš', 'nastavljen']"
2802,sl-SL,train,sporoči mi čas alarma,"['sporoči', 'mi', 'čas', 'alarma']"
2803,sl-SL,train,katere azijske restavracije v bližini ponujajo hrano za s sabo,"['katere', 'azijske', 'restavracije', 'v', 'bližini', 'ponujajo', 'hrano', 'za', 's', 'sabo']"
2804,sl-SL,train,kje je najbližja lokacija za naročilo hrane za prevzem,"['kje', 'je', 'najbližja', 'lokacija', 'za', 'naročilo', 'hrane', 'za', 'prevzem']"
2805,sl-SL,train,predvajaj ta predvajalni seznam,"['predvajaj', 'ta', 'predvajalni', 'seznam']"
2806,sl-SL,train,ali imam trenutno nastavljene kakšne alarme,"['ali', 'imam', 'trenutno', 'nastavljene', 'kakšne', 'alarme']"
2807,sl-SL,train,povej mi koliko centimetrov snega ima danes ljubljana,"['povej', 'mi', 'koliko', 'centimetrov', 'snega', 'ima', 'danes', 'ljubljana']"
2808,sl-SL,train,prosim zažni predvajati moj youtubov seznam skladb,"['prosim', 'zažni', 'predvajati', 'moj', 'youtubov', 'seznam', 'skladb']"
2809,sl-SL,train,ali moram danes obleči topel plašč,"['ali', 'moram', 'danes', 'obleči', 'topel', 'plašč']"
2810,sl-SL,train,kdaj bo temperatura spet nad deset stopinj,"['kdaj', 'bo', 'temperatura', 'spet', 'nad', 'deset', 'stopinj']"
2811,sl-SL,train,hej oli povej mi o današnjih najboljših novicah,"['hej', 'oli', 'povej', 'mi', 'o', 'današnjih', 'najboljših', 'novicah']"
2812,sl-SL,train,hej olly kaj je trenutno v svetovnih novicah,"['hej', 'olly', 'kaj', 'je', 'trenutno', 'v', 'svetovnih', 'novicah']"
2813,sl-SL,train,ej siri kakšne so trenutno novice s sveta,"['ej', 'siri', 'kakšne', 'so', 'trenutno', 'novice', 's', 'sveta']"
2814,sl-SL,train,opomni me o mojih alarmih za danes,"['opomni', 'me', 'o', 'mojih', 'alarmih', 'za', 'danes']"
2815,sl-SL,train,opomni me o katerih koli alarmih za danes,"['opomni', 'me', 'o', 'katerih', 'koli', 'alarmih', 'za', 'danes']"
2816,sl-SL,train,poskrbi da so moje pesmi vedno na ponavljanje in na mešanje,"['poskrbi', 'da', 'so', 'moje', 'pesmi', 'vedno', 'na', 'ponavljanje', 'in', 'na', 'mešanje']"
2817,sl-SL,train,pokaži mi koliko je ura,"['pokaži', 'mi', 'koliko', 'je', 'ura']"
2818,sl-SL,train,prosim prižgi luči v tej sobi,"['prosim', 'prižgi', 'luči', 'v', 'tej', 'sobi']"
